,C,coef0,decision_function_shape,gamma,kernel,Accuracy
463,7.0,1.0,ovr,0.001,linear,0.7336652690426275
464,7.0,3.0,ovo,0.01,linear,0.7336652690426275
465,8.0,0.0,ovo,0.1,linear,0.7336652690426275
466,7.0,0.0,ovo,0.01,linear,0.7336652690426275
467,8.0,3.0,ovr,0.1,linear,0.7336652690426275
468,7.0,0.0,ovo,0.1,linear,0.7336652690426275
469,7.0,2.0,ovo,0.01,linear,0.7336652690426275
470,7.0,3.0,ovo,1.0,linear,0.7336652690426275
471,7.0,3.0,ovr,0.5,linear,0.7336652690426275
472,8.0,3.0,ovo,0.1,linear,0.7336652690426275
473,7.0,0.0,ovo,1.0,linear,0.7336652690426275
474,7.0,3.0,ovr,0.1,linear,0.7336652690426275
475,8.0,3.0,ovo,0.5,linear,0.7336652690426275
476,7.0,0.0,ovo,0.5,linear,0.7336652690426275
477,7.0,2.0,ovo,0.5,linear,0.7336652690426275
478,7.0,3.0,ovr,0.01,linear,0.7336652690426275
479,8.0,3.0,ovo,1.0,linear,0.7336652690426275
480,8.0,3.0,ovo,3.0,linear,0.7336652690426275
481,7.0,2.0,ovo,0.1,linear,0.7336652690426275
482,7.0,3.0,ovr,0.001,linear,0.7336652690426275
483,8.0,3.0,ovr,0.01,linear,0.7336652690426275
484,8.0,3.0,ovo,0.01,linear,0.7336652690426275
485,7.0,3.0,ovr,1.0,linear,0.7336652690426275
486,8.0,0.0,ovo,0.001,linear,0.7336652690426275
487,8.0,2.0,ovr,0.5,linear,0.7336652690426275
488,7.0,1.0,ovr,1.0,linear,0.7336652690426275
489,8.0,0.0,ovo,0.01,linear,0.7336652690426275
490,8.0,2.0,ovr,1.0,linear,0.7336652690426275
491,7.0,2.0,ovo,1.0,linear,0.7336652690426275
492,7.0,0.0,ovr,0.001,linear,0.7336652690426275
493,7.0,3.0,ovo,0.1,linear,0.7336652690426275
494,6.0,1.0,ovr,0.01,poly,0.7336652690426275
495,8.0,2.0,ovr,3.0,linear,0.7336652690426275
496,7.0,3.0,ovo,0.5,linear,0.7336652690426275
497,7.0,0.0,ovo,3.0,linear,0.7336652690426275
498,7.0,1.0,ovr,3.0,linear,0.7336652690426275
499,7.0,3.0,ovr,3.0,linear,0.7336652690426275
500,8.0,3.0,ovo,0.001,linear,0.7336652690426275
501,7.0,2.0,ovo,0.001,linear,0.7336652690426275
502,8.0,0.0,ovo,1.0,linear,0.7336652690426275
503,3.0,1.0,ovr,0.01,poly,0.7336652690426275
504,8.0,1.0,ovo,3.0,linear,0.7336652690426275
505,7.0,2.0,ovr,0.01,linear,0.7336652690426275
506,2.0,3.0,ovo,0.01,poly,0.7336652690426275
507,8.0,1.0,ovo,0.01,linear,0.7336652690426275
508,8.0,1.0,ovr,0.01,linear,0.7336652690426275
509,7.0,1.0,ovo,0.5,linear,0.7336652690426275
510,7.0,0.0,ovr,1.0,linear,0.7336652690426275
511,8.0,1.0,ovr,3.0,linear,0.7336652690426275
512,8.0,2.0,ovo,0.001,linear,0.7336652690426275
513,7.0,1.0,ovo,0.1,linear,0.7336652690426275
514,7.0,1.0,ovo,0.01,linear,0.7336652690426275
515,7.0,1.0,ovo,0.001,linear,0.7336652690426275
516,8.0,1.0,ovr,1.0,linear,0.7336652690426275
517,8.0,1.0,ovo,0.5,linear,0.7336652690426275
518,8.0,2.0,ovo,0.1,linear,0.7336652690426275
519,8.0,1.0,ovo,1.0,linear,0.7336652690426275
520,8.0,1.0,ovr,0.1,linear,0.7336652690426275
521,6.0,1.0,ovo,0.01,poly,0.7336652690426275
522,8.0,1.0,ovr,0.001,linear,0.7336652690426275
523,3.0,1.0,ovo,0.01,poly,0.7336652690426275
524,7.0,0.0,ovr,0.5,linear,0.7336652690426275
525,8.0,1.0,ovr,0.5,linear,0.7336652690426275
526,8.0,1.0,ovo,0.1,linear,0.7336652690426275
527,8.0,2.0,ovo,0.01,linear,0.7336652690426275
528,7.0,0.0,ovr,3.0,linear,0.7336652690426275
529,2.0,3.0,ovr,0.01,poly,0.7336652690426275
530,7.0,2.0,ovr,0.01,poly,0.7335779175401816
531,7.0,2.0,ovo,0.01,poly,0.7335779175401816
532,4.0,1.0,ovo,0.01,sigmoid,0.7335342417889588
533,5.0,1.0,ovr,0.001,rbf,0.7335342417889588
534,5.0,0.0,ovr,0.001,rbf,0.7335342417889588
535,5.0,0.0,ovo,0.001,rbf,0.7335342417889588
536,4.0,1.0,ovr,0.01,sigmoid,0.7335342417889588
537,5.0,2.0,ovo,0.001,rbf,0.7335342417889588
538,5.0,1.0,ovo,0.001,rbf,0.7335342417889588
539,5.0,3.0,ovr,0.001,rbf,0.7335342417889588
540,5.0,2.0,ovr,0.001,rbf,0.7335342417889588
541,5.0,3.0,ovo,0.001,rbf,0.7335342417889588
542,1.0,3.0,ovo,0.001,poly,0.7334905660377358
543,3.0,2.0,ovo,0.001,poly,0.7334905660377358
544,3.0,2.0,ovr,0.001,poly,0.7334905660377358
545,1.0,3.0,ovr,0.001,poly,0.7334905660377358
546,8.0,1.0,ovr,0.01,sigmoid,0.733446890286513
547,8.0,1.0,ovo,0.01,sigmoid,0.733446890286513
548,8.0,0.0,ovo,0.1,rbf,0.7315688329839274
549,8.0,2.0,ovo,0.1,rbf,0.7315688329839274
550,8.0,0.0,ovr,0.1,rbf,0.7315688329839274
551,8.0,3.0,ovr,0.1,rbf,0.7315688329839274
552,8.0,1.0,ovo,0.1,rbf,0.7315688329839274
553,8.0,2.0,ovr,0.1,rbf,0.7315688329839274
554,8.0,3.0,ovo,0.1,rbf,0.7315688329839274
555,8.0,1.0,ovr,0.1,rbf,0.7315688329839274
556,1.0,0.0,ovo,0.1,poly,0.7314378057302585
557,1.0,0.0,ovr,0.1,poly,0.7314378057302585
558,8.0,3.0,ovr,0.01,poly,0.7313941299790356
559,8.0,3.0,ovo,0.01,poly,0.7313941299790356
560,7.0,2.0,ovo,0.01,rbf,0.7313504542278128
561,7.0,0.0,ovo,0.01,rbf,0.7313504542278128
562,7.0,1.0,ovr,0.01,rbf,0.7313504542278128
563,7.0,1.0,ovo,0.01,rbf,0.7313504542278128
564,7.0,3.0,ovo,0.01,rbf,0.7313504542278128
565,7.0,3.0,ovr,0.01,rbf,0.7313504542278128
566,7.0,2.0,ovr,0.01,rbf,0.7313504542278128
567,7.0,0.0,ovr,0.01,rbf,0.7313504542278128
568,8.0,2.0,ovr,0.01,rbf,0.7313504542278126
569,8.0,1.0,ovo,0.01,rbf,0.7313504542278126
570,8.0,0.0,ovr,0.01,rbf,0.7313504542278126
571,8.0,3.0,ovo,0.01,rbf,0.7313504542278126
572,8.0,0.0,ovo,0.01,rbf,0.7313504542278126
573,8.0,2.0,ovo,0.01,rbf,0.7313504542278126
574,8.0,1.0,ovr,0.01,rbf,0.7313504542278126
575,8.0,3.0,ovr,0.01,rbf,0.7313504542278126
576,3.0,1.0,ovo,0.001,poly,0.7312631027253669
577,3.0,1.0,ovr,0.001,poly,0.7312631027253669
578,1.0,3.0,ovr,0.01,poly,0.7312194269741439
579,1.0,3.0,ovo,0.01,poly,0.7312194269741439
580,3.0,1.0,ovo,0.01,sigmoid,0.7311757512229211
581,3.0,1.0,ovr,0.01,sigmoid,0.7311757512229211
582,2.0,2.0,ovr,0.001,poly,0.731175751222921
583,2.0,2.0,ovo,0.001,poly,0.731175751222921
584,4.0,0.0,ovo,0.01,sigmoid,0.7311320754716981
585,8.0,1.0,ovo,0.001,poly,0.7311320754716981
586,7.0,1.0,ovo,0.001,poly,0.7311320754716981
587,4.0,0.0,ovr,0.01,sigmoid,0.7311320754716981
588,7.0,1.0,ovr,0.001,poly,0.7311320754716981
589,8.0,1.0,ovr,0.001,poly,0.7311320754716981
590,6.0,0.0,ovo,0.01,sigmoid,0.7310883997204751
591,6.0,0.0,ovr,0.01,sigmoid,0.7310883997204751
592,7.0,1.0,ovo,0.1,rbf,0.7292103424178896
593,7.0,3.0,ovo,0.1,rbf,0.7292103424178896
594,7.0,1.0,ovr,0.1,rbf,0.7292103424178896
595,7.0,0.0,ovr,0.1,rbf,0.7292103424178896
596,7.0,2.0,ovr,0.1,rbf,0.7292103424178896
597,7.0,3.0,ovr,0.1,rbf,0.7292103424178896
598,7.0,0.0,ovo,0.1,rbf,0.7292103424178896
599,7.0,2.0,ovo,0.1,rbf,0.7292103424178896
600,2.0,0.0,ovr,0.1,rbf,0.7290793151642208
601,2.0,1.0,ovo,0.1,rbf,0.7290793151642208
602,2.0,3.0,ovr,0.1,rbf,0.7290793151642208
603,2.0,3.0,ovo,0.1,rbf,0.7290793151642208
604,2.0,0.0,ovo,0.1,rbf,0.7290793151642208
605,2.0,2.0,ovr,0.1,rbf,0.7290793151642208
606,2.0,2.0,ovo,0.1,rbf,0.7290793151642208
607,2.0,1.0,ovr,0.1,rbf,0.7290793151642208
608,5.0,3.0,ovr,0.01,poly,0.7289046121593291
609,5.0,3.0,ovo,0.01,poly,0.7289046121593291
610,3.0,0.0,ovr,0.01,sigmoid,0.7288172606568832
611,5.0,1.0,ovr,0.01,sigmoid,0.7288172606568832
612,3.0,0.0,ovo,0.01,sigmoid,0.7288172606568832
613,5.0,1.0,ovo,0.01,sigmoid,0.7288172606568832
614,7.0,0.0,ovo,0.01,sigmoid,0.7287735849056604
615,1.0,0.0,ovr,0.01,sigmoid,0.7287735849056604
616,1.0,0.0,ovo,0.01,sigmoid,0.7287735849056604
617,7.0,0.0,ovr,0.01,sigmoid,0.7287735849056604
618,5.0,2.0,ovr,0.01,rbf,0.7266334730957372
619,5.0,3.0,ovr,0.01,rbf,0.7266334730957372
620,5.0,1.0,ovo,0.01,rbf,0.7266334730957372
621,5.0,3.0,ovo,0.01,rbf,0.7266334730957372
622,5.0,1.0,ovr,0.01,rbf,0.7266334730957372
623,5.0,2.0,ovo,0.01,rbf,0.7266334730957372
624,5.0,0.0,ovo,0.01,rbf,0.7266334730957372
625,5.0,0.0,ovr,0.01,rbf,0.7266334730957372
626,6.0,1.0,ovo,0.01,sigmoid,0.7264587700908456
627,6.0,1.0,ovr,0.01,sigmoid,0.7264587700908456
628,1.0,1.0,ovr,0.01,poly,0.7241439552760307
629,1.0,1.0,ovo,0.01,poly,0.7241439552760307
630,8.0,0.0,ovr,0.001,sigmoid,0.7241002795248077
631,8.0,0.0,ovo,0.001,sigmoid,0.7241002795248077
632,1.0,2.0,ovo,0.01,poly,0.7219164919636618
633,1.0,2.0,ovr,0.01,poly,0.7219164919636618
634,2.0,1.0,ovr,0.01,poly,0.7219164919636618
635,2.0,1.0,ovo,0.01,poly,0.7219164919636618
636,2.0,2.0,ovr,0.01,rbf,0.7217417889587701
637,4.0,0.0,ovr,0.001,rbf,0.7217417889587701
638,2.0,0.0,ovo,0.01,rbf,0.7217417889587701
639,2.0,2.0,ovo,0.01,rbf,0.7217417889587701
640,2.0,1.0,ovr,0.01,rbf,0.7217417889587701
641,4.0,3.0,ovr,0.001,rbf,0.7217417889587701
642,4.0,3.0,ovo,0.001,rbf,0.7217417889587701
643,4.0,1.0,ovr,0.001,rbf,0.7217417889587701
644,4.0,2.0,ovo,0.001,rbf,0.7217417889587701
645,2.0,1.0,ovr,0.01,sigmoid,0.7217417889587701
646,4.0,0.0,ovo,0.001,rbf,0.7217417889587701
647,2.0,3.0,ovr,0.01,rbf,0.7217417889587701
648,4.0,1.0,ovo,0.001,rbf,0.7217417889587701
649,2.0,0.0,ovr,0.01,rbf,0.7217417889587701
650,2.0,1.0,ovo,0.01,sigmoid,0.7217417889587701
651,2.0,3.0,ovo,0.01,rbf,0.7217417889587701
652,2.0,1.0,ovo,0.01,rbf,0.7217417889587701
653,4.0,2.0,ovr,0.001,rbf,0.7217417889587701
654,1.0,1.0,ovr,0.1,rbf,0.7196890286512928
655,1.0,1.0,ovo,0.1,rbf,0.7196890286512928
656,1.0,2.0,ovr,0.1,rbf,0.7196890286512928
657,1.0,3.0,ovr,0.1,rbf,0.7196890286512928
658,1.0,3.0,ovo,0.1,rbf,0.7196890286512928
659,1.0,2.0,ovo,0.1,rbf,0.7196890286512928
660,1.0,0.0,ovo,0.1,rbf,0.7196890286512928
661,1.0,0.0,ovr,0.1,rbf,0.7196890286512928
662,4.0,2.0,ovr,0.01,rbf,0.719558001397624
663,4.0,2.0,ovo,0.01,rbf,0.719558001397624
664,4.0,1.0,ovo,0.01,rbf,0.719558001397624
665,4.0,0.0,ovo,0.01,rbf,0.719558001397624
666,4.0,0.0,ovr,0.01,rbf,0.719558001397624
667,4.0,3.0,ovr,0.01,rbf,0.719558001397624
668,4.0,1.0,ovr,0.01,rbf,0.719558001397624
669,4.0,3.0,ovo,0.01,rbf,0.719558001397624
670,7.0,0.0,ovo,0.001,sigmoid,0.7171558350803633
671,7.0,0.0,ovr,0.001,sigmoid,0.7171558350803633
672,3.0,2.0,ovo,0.01,rbf,0.7125262054507338
673,3.0,1.0,ovr,0.01,rbf,0.7125262054507338
674,3.0,0.0,ovr,0.01,rbf,0.7125262054507338
675,3.0,2.0,ovr,0.01,rbf,0.7125262054507338
676,3.0,0.0,ovo,0.01,rbf,0.7125262054507338
677,3.0,3.0,ovo,0.01,rbf,0.7125262054507338
678,3.0,3.0,ovr,0.01,rbf,0.7125262054507338
679,3.0,1.0,ovo,0.01,rbf,0.7125262054507338
680,3.0,3.0,ovo,0.001,rbf,0.710167714884696
681,3.0,1.0,ovr,0.001,rbf,0.710167714884696
682,3.0,3.0,ovr,0.001,rbf,0.710167714884696
683,3.0,1.0,ovo,0.001,rbf,0.710167714884696
684,6.0,0.0,ovr,0.001,sigmoid,0.710167714884696
685,3.0,0.0,ovo,0.001,rbf,0.710167714884696
686,5.0,0.0,ovo,0.001,sigmoid,0.710167714884696
687,2.0,1.0,ovo,0.001,poly,0.710167714884696
688,2.0,1.0,ovr,0.001,poly,0.710167714884696
689,6.0,0.0,ovo,0.001,sigmoid,0.710167714884696
690,5.0,0.0,ovr,0.001,sigmoid,0.710167714884696
691,3.0,0.0,ovr,0.001,rbf,0.710167714884696
692,3.0,2.0,ovr,0.001,rbf,0.710167714884696
693,3.0,2.0,ovo,0.001,rbf,0.710167714884696
694,2.0,0.0,ovo,0.1,poly,0.7057127882599581
695,2.0,0.0,ovr,0.1,poly,0.7057127882599581
696,1.0,1.0,ovo,0.1,poly,0.7033542976939203
697,1.0,1.0,ovr,0.1,poly,0.7033542976939203
698,3.0,0.0,ovo,0.1,poly,0.6962351502445843
699,3.0,0.0,ovr,0.1,poly,0.6962351502445843
700,6.0,0.0,ovr,0.1,poly,0.6916491963661775
701,6.0,0.0,ovo,0.1,poly,0.6916491963661775
702,8.0,2.0,ovr,0.01,sigmoid,0.6916055206149546
703,5.0,0.0,ovo,0.1,poly,0.6916055206149546
704,8.0,2.0,ovo,0.01,sigmoid,0.6916055206149546
705,5.0,0.0,ovr,0.1,poly,0.6916055206149546
706,4.0,0.0,ovo,0.1,poly,0.6892470300489169
707,4.0,0.0,ovr,0.1,poly,0.6892470300489169
708,1.0,3.0,ovr,0.1,poly,0.6868448637316562
709,1.0,3.0,ovo,0.1,poly,0.6868448637316562
710,8.0,0.0,ovo,0.1,poly,0.6847047519217331
711,7.0,0.0,ovo,0.1,poly,0.6847047519217331
712,7.0,0.0,ovr,0.1,poly,0.6847047519217331
713,8.0,0.0,ovr,0.1,poly,0.6847047519217331
714,1.0,2.0,ovo,0.1,poly,0.6821715583508037
715,1.0,2.0,ovr,0.1,poly,0.6821715583508037
716,3.0,3.0,ovo,0.1,poly,0.6776729559748427
717,3.0,3.0,ovr,0.1,poly,0.6776729559748427
718,3.0,1.0,ovr,0.1,poly,0.675314465408805
719,3.0,1.0,ovo,0.1,poly,0.675314465408805
720,2.0,1.0,ovo,0.1,poly,0.6752271139063593
721,2.0,1.0,ovr,0.1,poly,0.6752271139063593
722,2.0,2.0,ovr,0.1,poly,0.6751834381551363
723,2.0,2.0,ovo,0.1,poly,0.6751834381551363
724,4.0,3.0,ovr,0.1,poly,0.6730870020964361
725,4.0,3.0,ovo,0.1,poly,0.6730870020964361
726,5.0,1.0,ovr,0.1,poly,0.6729996505939901
727,5.0,1.0,ovo,0.1,poly,0.6729996505939901
728,4.0,1.0,ovo,0.1,poly,0.6729996505939901
729,4.0,1.0,ovr,0.1,poly,0.6729996505939901
730,6.0,1.0,ovr,0.1,poly,0.6706848357791755
731,6.0,1.0,ovo,0.1,poly,0.6706848357791755
732,7.0,2.0,ovo,0.01,sigmoid,0.6706411600279525
733,7.0,2.0,ovr,0.01,sigmoid,0.6706411600279525
734,4.0,0.0,ovo,0.001,sigmoid,0.6705974842767296
735,4.0,0.0,ovr,0.001,sigmoid,0.6705974842767296
736,3.0,2.0,ovo,0.1,poly,0.6705538085255066
737,3.0,2.0,ovr,0.1,poly,0.6705538085255066
738,2.0,3.0,ovo,0.1,poly,0.6705101327742837
739,2.0,3.0,ovr,0.1,poly,0.6705101327742837
740,2.0,0.0,ovr,1.0,poly,0.668675751222921
741,2.0,0.0,ovo,1.0,poly,0.668675751222921
742,5.0,3.0,ovo,0.1,poly,0.6684136967155835
743,5.0,3.0,ovr,0.1,poly,0.6684136967155835
744,5.0,1.0,ovr,1.0,poly,0.6663609364081062
745,4.0,1.0,ovr,1.0,poly,0.6663609364081062
746,6.0,1.0,ovr,1.0,poly,0.6663609364081062
747,6.0,1.0,ovo,1.0,poly,0.6663609364081062
748,5.0,1.0,ovo,1.0,poly,0.6663609364081062
749,4.0,1.0,ovo,1.0,poly,0.6663609364081062
750,7.0,1.0,ovo,1.0,poly,0.6663172606568833
751,7.0,1.0,ovr,1.0,poly,0.6663172606568833
752,2.0,2.0,ovr,0.001,rbf,0.6658805031446542
753,2.0,0.0,ovr,0.001,rbf,0.6658805031446542
754,2.0,3.0,ovr,0.001,rbf,0.6658805031446542
755,2.0,3.0,ovo,0.001,rbf,0.6658805031446542
756,2.0,1.0,ovr,0.001,rbf,0.6658805031446542
757,2.0,1.0,ovo,0.001,rbf,0.6658805031446542
758,2.0,2.0,ovo,0.001,rbf,0.6658805031446542
759,2.0,0.0,ovo,0.001,rbf,0.6658805031446542
760,1.0,0.0,ovr,1.0,poly,0.6640461215932913
761,8.0,0.0,ovr,0.5,poly,0.6640461215932913
762,1.0,0.0,ovo,1.0,poly,0.6640461215932913
763,8.0,0.0,ovo,0.5,poly,0.6640461215932913
764,8.0,1.0,ovo,1.0,poly,0.6639150943396226
765,8.0,1.0,ovr,1.0,poly,0.6639150943396226
766,5.0,2.0,ovo,0.1,poly,0.6636967155835081
767,5.0,2.0,ovr,0.1,poly,0.6636967155835081
768,7.0,1.0,ovr,0.1,poly,0.6636530398322851
769,7.0,1.0,ovo,0.1,poly,0.6636530398322851
770,4.0,2.0,ovr,0.1,poly,0.6636093640810621
771,4.0,2.0,ovo,0.1,poly,0.6636093640810621
772,3.0,0.0,ovr,1.0,poly,0.6616439552760307
773,3.0,0.0,ovo,1.0,poly,0.6616439552760307
774,4.0,0.0,ovo,1.0,poly,0.6616439552760307
775,4.0,0.0,ovr,1.0,poly,0.6616439552760307
776,5.0,0.0,ovr,1.0,poly,0.6616002795248078
777,5.0,0.0,ovo,1.0,poly,0.6616002795248078
778,1.0,0.0,ovr,3.0,poly,0.6615566037735849
779,7.0,0.0,ovr,1.0,poly,0.6615566037735849
780,1.0,2.0,ovr,3.0,poly,0.6615566037735849
781,1.0,0.0,ovo,3.0,poly,0.6615566037735849
782,1.0,2.0,ovo,3.0,poly,0.6615566037735849
783,7.0,0.0,ovo,1.0,poly,0.6615566037735849
784,6.0,3.0,ovr,0.1,poly,0.6613819007686932
785,6.0,3.0,ovo,0.1,poly,0.6613819007686932
786,1.0,1.0,ovr,0.01,sigmoid,0.6612508735150244
787,6.0,2.0,ovr,0.01,sigmoid,0.6612508735150244
788,6.0,2.0,ovo,0.01,sigmoid,0.6612508735150244
789,1.0,1.0,ovo,0.01,sigmoid,0.6612508735150244
790,3.0,1.0,ovo,1.0,poly,0.6593728162124388
791,3.0,1.0,ovr,1.0,poly,0.6593728162124388
792,2.0,1.0,ovr,1.0,poly,0.6593728162124388
793,2.0,1.0,ovo,1.0,poly,0.6593728162124388
794,6.0,0.0,ovr,1.0,poly,0.6592417889587701
795,6.0,0.0,ovo,1.0,poly,0.6592417889587701
796,7.0,2.0,ovr,0.1,poly,0.6591981132075472
797,7.0,2.0,ovo,0.1,poly,0.6591981132075472
798,8.0,2.0,ovr,0.1,poly,0.6591544374563243
799,8.0,2.0,ovo,0.1,poly,0.6591544374563243
800,6.0,2.0,ovo,0.1,poly,0.6591544374563242
801,6.0,2.0,ovr,0.1,poly,0.6591544374563242
802,1.0,0.0,ovr,0.5,poly,0.6590670859538783
803,7.0,3.0,ovr,0.1,poly,0.6590670859538783
804,7.0,3.0,ovo,0.1,poly,0.6590670859538783
805,1.0,0.0,ovo,0.5,poly,0.6590670859538783
806,8.0,1.0,ovr,0.1,poly,0.6590234102026555
807,8.0,1.0,ovo,0.1,poly,0.6590234102026555
808,6.0,1.0,ovr,0.5,poly,0.6571016771488469
809,6.0,1.0,ovo,0.5,poly,0.6571016771488469
810,6.0,0.0,ovr,0.5,poly,0.657058001397624
811,6.0,0.0,ovo,0.5,poly,0.657058001397624
812,7.0,0.0,ovo,0.5,poly,0.657058001397624
813,7.0,0.0,ovr,0.5,poly,0.657058001397624
814,1.0,3.0,ovr,1.0,poly,0.6569706498951782
815,1.0,3.0,ovo,1.0,poly,0.6569706498951782
816,1.0,1.0,ovr,3.0,poly,0.6569269741439552
817,1.0,1.0,ovo,3.0,poly,0.6569269741439552
818,1.0,3.0,ovo,3.0,poly,0.6568396226415094
819,1.0,3.0,ovr,3.0,poly,0.6568396226415094
820,2.0,0.0,ovr,3.0,poly,0.6567959468902864
821,2.0,0.0,ovo,3.0,poly,0.6567959468902864
822,1.0,1.0,ovo,1.0,poly,0.6546995108315863
823,1.0,1.0,ovr,1.0,poly,0.6546995108315863
824,6.0,2.0,ovr,0.5,poly,0.6546558350803633
825,6.0,2.0,ovo,0.5,poly,0.6546558350803633
826,8.0,0.0,ovr,1.0,poly,0.6545248078266946
827,8.0,0.0,ovo,1.0,poly,0.6545248078266946
828,2.0,2.0,ovo,3.0,poly,0.6545248078266945
829,2.0,2.0,ovr,3.0,poly,0.6545248078266945
830,8.0,0.0,ovr,3.0,poly,0.6544811320754716
831,4.0,3.0,ovo,3.0,poly,0.6544811320754716
832,5.0,0.0,ovr,3.0,poly,0.6544811320754716
833,6.0,0.0,ovo,3.0,poly,0.6544811320754716
834,7.0,0.0,ovo,3.0,poly,0.6544811320754716
835,8.0,3.0,ovo,3.0,poly,0.6544811320754716
836,3.0,3.0,ovr,3.0,poly,0.6544811320754716
837,7.0,3.0,ovr,3.0,poly,0.6544811320754716
838,5.0,3.0,ovo,3.0,poly,0.6544811320754716
839,7.0,3.0,ovo,3.0,poly,0.6544811320754716
840,6.0,3.0,ovr,3.0,poly,0.6544811320754716
841,3.0,3.0,ovo,3.0,poly,0.6544811320754716
842,7.0,0.0,ovr,3.0,poly,0.6544811320754716
843,5.0,3.0,ovr,3.0,poly,0.6544811320754716
844,2.0,3.0,ovr,3.0,poly,0.6544811320754716
845,6.0,3.0,ovo,3.0,poly,0.6544811320754716
846,8.0,3.0,ovr,3.0,poly,0.6544811320754716
847,6.0,0.0,ovr,3.0,poly,0.6544811320754716
848,4.0,3.0,ovr,3.0,poly,0.6544811320754716
849,4.0,0.0,ovr,3.0,poly,0.6544811320754716
850,3.0,0.0,ovr,3.0,poly,0.6544811320754716
851,3.0,0.0,ovo,3.0,poly,0.6544811320754716
852,5.0,0.0,ovo,3.0,poly,0.6544811320754716
853,2.0,3.0,ovo,3.0,poly,0.6544811320754716
854,4.0,0.0,ovo,3.0,poly,0.6544811320754716
855,8.0,0.0,ovo,3.0,poly,0.6544811320754716
856,8.0,1.0,ovo,0.001,sigmoid,0.6541317260656883
857,8.0,1.0,ovr,0.001,sigmoid,0.6541317260656883
858,5.0,0.0,ovo,0.5,poly,0.6523846960167715
859,5.0,0.0,ovr,0.5,poly,0.6523846960167715
860,7.0,2.0,ovo,0.5,poly,0.6523410202655485
861,7.0,2.0,ovr,0.5,poly,0.6523410202655485
862,8.0,1.0,ovr,0.5,poly,0.6522973445143256
863,8.0,1.0,ovo,0.5,poly,0.6522973445143256
864,1.0,2.0,ovr,1.0,poly,0.6522973445143256
865,2.0,3.0,ovo,1.0,poly,0.6522973445143256
866,1.0,2.0,ovo,1.0,poly,0.6522973445143256
867,2.0,3.0,ovr,1.0,poly,0.6522973445143256
868,1.0,2.0,ovo,0.5,rbf,0.6519479385045422
869,1.0,0.0,ovo,0.5,rbf,0.6519479385045422
870,1.0,1.0,ovr,0.5,rbf,0.6519479385045422
871,1.0,1.0,ovo,0.5,rbf,0.6519479385045422
872,1.0,3.0,ovo,0.5,rbf,0.6519479385045422
873,1.0,3.0,ovr,0.5,rbf,0.6519479385045422
874,1.0,0.0,ovr,0.5,rbf,0.6519479385045422
875,1.0,2.0,ovr,0.5,rbf,0.6519479385045422
876,7.0,1.0,ovo,0.5,rbf,0.6519042627533194
877,2.0,3.0,ovo,0.5,rbf,0.6519042627533194
878,5.0,0.0,ovr,0.5,rbf,0.6519042627533194
879,4.0,0.0,ovr,0.5,rbf,0.6519042627533194
880,6.0,0.0,ovr,0.5,rbf,0.6519042627533194
881,3.0,0.0,ovr,0.5,rbf,0.6519042627533194
882,6.0,3.0,ovo,0.5,rbf,0.6519042627533194
883,3.0,1.0,ovo,0.5,rbf,0.6519042627533194
884,7.0,0.0,ovr,0.5,rbf,0.6519042627533194
885,2.0,1.0,ovr,0.5,rbf,0.6519042627533194
886,5.0,3.0,ovo,0.5,rbf,0.6519042627533194
887,8.0,1.0,ovo,0.5,rbf,0.6519042627533194
888,3.0,1.0,ovr,0.5,rbf,0.6519042627533194
889,2.0,2.0,ovo,0.5,rbf,0.6519042627533194
890,6.0,0.0,ovo,0.5,rbf,0.6519042627533194
891,6.0,1.0,ovo,0.5,rbf,0.6519042627533194
892,3.0,2.0,ovo,0.5,rbf,0.6519042627533194
893,3.0,3.0,ovr,0.5,rbf,0.6519042627533194
894,2.0,2.0,ovr,0.5,rbf,0.6519042627533194
895,3.0,2.0,ovr,0.5,rbf,0.6519042627533194
896,7.0,1.0,ovr,0.5,rbf,0.6519042627533194
897,8.0,3.0,ovo,0.5,rbf,0.6519042627533194
898,6.0,1.0,ovr,0.5,rbf,0.6519042627533194
899,8.0,0.0,ovr,0.5,rbf,0.6519042627533194
900,3.0,3.0,ovo,0.5,rbf,0.6519042627533194
901,6.0,2.0,ovr,0.5,rbf,0.6519042627533194
902,8.0,2.0,ovo,0.5,rbf,0.6519042627533194
903,5.0,3.0,ovr,0.5,rbf,0.6519042627533194
904,4.0,0.0,ovo,0.5,rbf,0.6519042627533194
905,8.0,0.0,ovo,0.5,rbf,0.6519042627533194
906,3.0,0.0,ovo,0.5,rbf,0.6519042627533194
907,6.0,2.0,ovo,0.5,rbf,0.6519042627533194
908,6.0,3.0,ovr,0.5,rbf,0.6519042627533194
909,7.0,2.0,ovr,0.5,rbf,0.6519042627533194
910,8.0,2.0,ovr,0.5,rbf,0.6519042627533194
911,7.0,3.0,ovr,0.5,rbf,0.6519042627533194
912,5.0,2.0,ovo,0.5,rbf,0.6519042627533194
913,4.0,2.0,ovo,0.5,rbf,0.6519042627533194
914,5.0,0.0,ovo,0.5,rbf,0.6519042627533194
915,4.0,2.0,ovr,0.5,rbf,0.6519042627533194
916,4.0,1.0,ovr,0.5,rbf,0.6519042627533194
917,8.0,1.0,ovr,0.5,rbf,0.6519042627533194
918,2.0,3.0,ovr,0.5,rbf,0.6519042627533194
919,2.0,0.0,ovo,0.5,rbf,0.6519042627533194
