,C,coef0,decision_function_shape,gamma,kernel,Accuracy
1356,7.0,0.0,ovo,0.1,sigmoid,0.5723270440251573
1357,7.0,0.0,ovr,0.1,sigmoid,0.5723270440251573
1358,6.0,0.0,ovr,1.0,sigmoid,0.5677410901467506
1359,6.0,0.0,ovo,1.0,sigmoid,0.5677410901467506
1360,8.0,0.0,ovo,0.1,sigmoid,0.5676537386443047
1361,8.0,0.0,ovr,0.1,sigmoid,0.5676537386443047
1362,4.0,1.0,ovo,3.0,sigmoid,0.5675227113906359
1363,4.0,1.0,ovr,3.0,sigmoid,0.5675227113906359
1364,3.0,2.0,ovr,3.0,sigmoid,0.565251572327044
1365,3.0,2.0,ovo,3.0,sigmoid,0.565251572327044
1366,1.0,0.0,ovr,0.5,sigmoid,0.5631114605171208
1367,1.0,0.0,ovo,0.5,sigmoid,0.5631114605171208
1368,6.0,2.0,ovr,3.0,sigmoid,0.5607092941998603
1369,6.0,2.0,ovo,3.0,sigmoid,0.5607092941998603
1370,5.0,0.0,ovr,0.5,sigmoid,0.5604909154437456
1371,5.0,0.0,ovo,0.5,sigmoid,0.5604909154437456
1372,8.0,0.0,ovo,1.0,sigmoid,0.5583944793850454
1373,8.0,0.0,ovr,1.0,sigmoid,0.5583944793850454
1374,1.0,1.0,ovr,0.5,sigmoid,0.5577830188679245
1375,5.0,1.0,ovr,0.5,sigmoid,0.5577830188679245
1376,5.0,1.0,ovo,0.5,sigmoid,0.5577830188679245
1377,1.0,1.0,ovo,0.5,sigmoid,0.5577830188679245
1378,5.0,0.0,ovr,1.0,sigmoid,0.5559486373165619
1379,5.0,0.0,ovo,1.0,sigmoid,0.5559486373165619
1380,3.0,0.0,ovo,1.0,sigmoid,0.5559486373165619
1381,3.0,0.0,ovr,1.0,sigmoid,0.5559486373165619
1382,1.0,1.0,ovo,1.0,sigmoid,0.55367749825297
1383,3.0,1.0,ovo,1.0,sigmoid,0.55367749825297
1384,1.0,1.0,ovr,1.0,sigmoid,0.55367749825297
1385,3.0,1.0,ovr,1.0,sigmoid,0.55367749825297
1386,4.0,1.0,ovo,0.5,sigmoid,0.5531970649895178
1387,4.0,1.0,ovr,0.5,sigmoid,0.5531970649895178
1388,1.0,2.0,ovr,3.0,sigmoid,0.5513626834381551
1389,1.0,2.0,ovo,3.0,sigmoid,0.5513626834381551
1390,3.0,0.0,ovr,0.5,sigmoid,0.5511879804332634
1391,3.0,0.0,ovo,0.5,sigmoid,0.5511879804332634
1392,4.0,0.0,ovo,0.5,sigmoid,0.5511443046820406
1393,4.0,0.0,ovr,0.5,sigmoid,0.5511443046820406
1394,1.0,0.0,ovr,1.0,sigmoid,0.5491788958770091
1395,1.0,0.0,ovo,1.0,sigmoid,0.5491788958770091
1396,7.0,0.0,ovo,1.0,sigmoid,0.5490478686233403
1397,7.0,0.0,ovr,1.0,sigmoid,0.5490478686233403
1398,8.0,0.0,ovr,0.5,sigmoid,0.5490041928721174
1399,8.0,0.0,ovo,0.5,sigmoid,0.5490041928721174
1400,1.0,3.0,ovo,3.0,sigmoid,0.5487421383647798
1401,1.0,3.0,ovr,3.0,sigmoid,0.5487421383647798
1402,4.0,0.0,ovr,1.0,sigmoid,0.5467767295597484
1403,4.0,0.0,ovo,1.0,sigmoid,0.5467767295597484
1404,2.0,1.0,ovr,1.0,sigmoid,0.5465146750524109
1405,2.0,1.0,ovo,1.0,sigmoid,0.5465146750524109
1406,2.0,0.0,ovr,1.0,sigmoid,0.546427323549965
1407,2.0,0.0,ovo,1.0,sigmoid,0.546427323549965
1408,7.0,1.0,ovr,1.0,sigmoid,0.5442872117400419
1409,7.0,1.0,ovo,1.0,sigmoid,0.5442872117400419
1410,4.0,1.0,ovo,1.0,sigmoid,0.5442435359888189
1411,6.0,0.0,ovo,0.5,sigmoid,0.5442435359888189
1412,6.0,0.0,ovr,0.5,sigmoid,0.5442435359888189
1413,4.0,1.0,ovr,1.0,sigmoid,0.5442435359888189
1414,2.0,0.0,ovr,0.5,sigmoid,0.5441998602375961
1415,2.0,0.0,ovo,0.5,sigmoid,0.5441998602375961
1416,8.0,1.0,ovr,1.0,sigmoid,0.5441998602375961
1417,8.0,1.0,ovo,1.0,sigmoid,0.5441998602375961
1418,1.0,0.0,ovo,3.0,sigmoid,0.541972396925227
1419,1.0,0.0,ovr,3.0,sigmoid,0.541972396925227
1420,2.0,2.0,ovo,3.0,sigmoid,0.5398322851153039
1421,2.0,2.0,ovr,3.0,sigmoid,0.5398322851153039
1422,7.0,0.0,ovo,0.5,sigmoid,0.5397012578616353
1423,7.0,0.0,ovr,0.5,sigmoid,0.5397012578616353
1424,8.0,2.0,ovr,3.0,sigmoid,0.5373864430468205
1425,7.0,2.0,ovr,3.0,sigmoid,0.5373864430468205
1426,7.0,2.0,ovo,3.0,sigmoid,0.5373864430468205
1427,8.0,2.0,ovo,3.0,sigmoid,0.5373864430468205
1428,6.0,1.0,ovr,1.0,sigmoid,0.5372117400419287
1429,6.0,1.0,ovo,1.0,sigmoid,0.5372117400419287
1430,1.0,2.0,ovo,0.5,sigmoid,0.5353336827393431
1431,1.0,2.0,ovr,0.5,sigmoid,0.5353336827393431
1432,2.0,0.0,ovo,3.0,sigmoid,0.5349406009783368
1433,2.0,0.0,ovr,3.0,sigmoid,0.5349406009783368
1434,5.0,1.0,ovo,1.0,sigmoid,0.5348969252271139
1435,5.0,1.0,ovr,1.0,sigmoid,0.5348969252271139
1436,3.0,1.0,ovo,0.5,sigmoid,0.5344601677148847
1437,3.0,1.0,ovr,0.5,sigmoid,0.5344601677148847
1438,7.0,1.0,ovr,0.5,sigmoid,0.5344164919636618
1439,7.0,1.0,ovo,0.5,sigmoid,0.5344164919636618
1440,5.0,2.0,ovr,3.0,sigmoid,0.5303983228511531
1441,5.0,2.0,ovo,3.0,sigmoid,0.5303983228511531
1442,4.0,0.0,ovo,3.0,sigmoid,0.5280835080363382
1443,4.0,0.0,ovr,3.0,sigmoid,0.5280835080363382
1444,2.0,3.0,ovo,3.0,sigmoid,0.5276904262753319
1445,2.0,3.0,ovr,3.0,sigmoid,0.5276904262753319
1446,6.0,1.0,ovr,0.5,sigmoid,0.5274283717679944
1447,6.0,1.0,ovo,0.5,sigmoid,0.5274283717679944
1448,4.0,2.0,ovo,3.0,sigmoid,0.5258123689727463
1449,5.0,0.0,ovr,3.0,sigmoid,0.5258123689727463
1450,4.0,2.0,ovr,3.0,sigmoid,0.5258123689727463
1451,5.0,0.0,ovo,3.0,sigmoid,0.5258123689727463
1452,6.0,0.0,ovr,3.0,sigmoid,0.5257686932215234
1453,6.0,0.0,ovo,3.0,sigmoid,0.5257686932215234
1454,8.0,3.0,ovo,3.0,sigmoid,0.5252882599580713
1455,8.0,3.0,ovr,3.0,sigmoid,0.5252882599580713
1456,6.0,3.0,ovr,1.0,sigmoid,0.5234102026554857
1457,6.0,3.0,ovo,1.0,sigmoid,0.5234102026554857
1458,3.0,0.0,ovo,3.0,sigmoid,0.5233665269042628
1459,3.0,0.0,ovr,3.0,sigmoid,0.5233665269042628
1460,5.0,2.0,ovo,0.5,sigmoid,0.5212700908455625
1461,5.0,2.0,ovr,0.5,sigmoid,0.5212700908455625
1462,8.0,3.0,ovo,1.0,sigmoid,0.5211390635918938
1463,7.0,3.0,ovr,1.0,sigmoid,0.5211390635918938
1464,7.0,3.0,ovo,1.0,sigmoid,0.5211390635918938
1465,8.0,3.0,ovr,1.0,sigmoid,0.5211390635918938
1466,3.0,3.0,ovo,3.0,sigmoid,0.5207459818308875
1467,5.0,3.0,ovr,3.0,sigmoid,0.5207459818308875
1468,3.0,3.0,ovr,3.0,sigmoid,0.5207459818308875
1469,5.0,3.0,ovo,3.0,sigmoid,0.5207459818308875
1470,7.0,3.0,ovr,3.0,sigmoid,0.5207023060796646
1471,7.0,3.0,ovo,3.0,sigmoid,0.5207023060796646
1472,8.0,1.0,ovr,0.5,sigmoid,0.5203965758211042
1473,8.0,1.0,ovo,0.5,sigmoid,0.5203965758211042
1474,7.0,0.0,ovo,3.0,sigmoid,0.5188242487770789
1475,7.0,0.0,ovr,3.0,sigmoid,0.5188242487770789
1476,2.0,3.0,ovo,0.5,sigmoid,0.5187805730258561
1477,2.0,3.0,ovr,0.5,sigmoid,0.5187805730258561
1478,5.0,3.0,ovo,1.0,sigmoid,0.5187368972746331
1479,8.0,0.0,ovr,3.0,sigmoid,0.5187368972746331
1480,8.0,0.0,ovo,3.0,sigmoid,0.5187368972746331
1481,5.0,3.0,ovr,1.0,sigmoid,0.5187368972746331
1482,4.0,3.0,ovr,3.0,sigmoid,0.516072676450035
1483,4.0,3.0,ovo,3.0,sigmoid,0.516072676450035
1484,3.0,3.0,ovo,1.0,sigmoid,0.5141072676450035
1485,3.0,3.0,ovr,1.0,sigmoid,0.5141072676450035
1486,4.0,3.0,ovr,1.0,sigmoid,0.5140199161425576
1487,4.0,3.0,ovo,1.0,sigmoid,0.5140199161425576
1488,1.0,2.0,ovo,1.0,sigmoid,0.5137578616352201
1489,1.0,2.0,ovr,1.0,sigmoid,0.5137578616352201
1490,7.0,2.0,ovo,0.5,sigmoid,0.5118798043326345
1491,7.0,2.0,ovr,0.5,sigmoid,0.5118798043326345
1492,2.0,2.0,ovr,0.5,sigmoid,0.5095213137665968
1493,2.0,2.0,ovo,0.5,sigmoid,0.5095213137665968
1494,8.0,2.0,ovo,0.5,sigmoid,0.5094776380153738
1495,8.0,2.0,ovr,0.5,sigmoid,0.5094776380153738
1496,2.0,3.0,ovo,1.0,sigmoid,0.5093466107617051
1497,2.0,3.0,ovr,1.0,sigmoid,0.5093466107617051
1498,4.0,3.0,ovo,0.5,sigmoid,0.5092592592592593
1499,4.0,3.0,ovr,0.5,sigmoid,0.5092592592592593
1500,6.0,3.0,ovr,3.0,sigmoid,0.5090408805031447
1501,6.0,3.0,ovo,3.0,sigmoid,0.5090408805031447
1502,7.0,2.0,ovr,1.0,sigmoid,0.5089972047519218
1503,7.0,2.0,ovo,1.0,sigmoid,0.5089972047519218
1504,8.0,2.0,ovr,1.0,sigmoid,0.5089535290006989
1505,8.0,2.0,ovo,1.0,sigmoid,0.5089535290006989
1506,4.0,2.0,ovo,0.5,sigmoid,0.5072064989517819
1507,4.0,2.0,ovr,0.5,sigmoid,0.5072064989517819
1508,1.0,3.0,ovo,1.0,sigmoid,0.5069881201956674
1509,1.0,3.0,ovr,1.0,sigmoid,0.5069881201956674
1510,5.0,3.0,ovo,0.5,sigmoid,0.5069007686932215
1511,5.0,3.0,ovr,0.5,sigmoid,0.5069007686932215
1512,6.0,2.0,ovr,0.5,sigmoid,0.5048480083857443
1513,6.0,2.0,ovo,0.5,sigmoid,0.5048480083857443
1514,1.0,3.0,ovr,0.5,sigmoid,0.5045422781271838
1515,6.0,3.0,ovr,0.5,sigmoid,0.5045422781271838
1516,6.0,3.0,ovo,0.5,sigmoid,0.5045422781271838
1517,1.0,3.0,ovo,0.5,sigmoid,0.5045422781271838
1518,3.0,2.0,ovr,0.5,sigmoid,0.5024895178197064
1519,3.0,2.0,ovo,0.5,sigmoid,0.5024895178197064
1520,3.0,2.0,ovr,1.0,sigmoid,0.5021401118099231
1521,3.0,2.0,ovo,1.0,sigmoid,0.5021401118099231
1522,4.0,2.0,ovr,1.0,sigmoid,0.5020527603074774
1523,5.0,2.0,ovo,1.0,sigmoid,0.5020527603074774
1524,4.0,2.0,ovo,1.0,sigmoid,0.5020527603074774
1525,5.0,2.0,ovr,1.0,sigmoid,0.5020527603074774
1526,2.0,2.0,ovr,1.0,sigmoid,0.49982529699510836
1527,2.0,2.0,ovo,1.0,sigmoid,0.49982529699510836
1528,3.0,3.0,ovo,0.5,sigmoid,0.4998252969951083
1529,3.0,3.0,ovr,0.5,sigmoid,0.4998252969951083
1530,8.0,3.0,ovr,0.5,sigmoid,0.4951083158630329
1531,7.0,3.0,ovr,0.5,sigmoid,0.4951083158630329
1532,8.0,3.0,ovo,0.5,sigmoid,0.4951083158630329
1533,7.0,3.0,ovo,0.5,sigmoid,0.4951083158630329
1534,6.0,2.0,ovo,1.0,sigmoid,0.48807651991614254
1535,6.0,2.0,ovr,1.0,sigmoid,0.48807651991614254
