,algorithm,leaf_size,n_neighbors,p,weights,Accuracy
1114,ball_tree,81,8,1,distance,0.7102113906359189
1115,auto,71,8,1,distance,0.7102113906359189
1116,ball_tree,21,8,1,distance,0.7102113906359189
1117,kd_tree,11,8,1,distance,0.7102113906359189
1118,auto,1,8,1,distance,0.7102113906359189
1119,brute,1,8,1,distance,0.7102113906359189
1120,ball_tree,1,2,2,distance,0.707940251572327
1121,auto,21,2,2,distance,0.707940251572327
1122,auto,31,2,2,distance,0.707940251572327
1123,kd_tree,11,2,2,distance,0.707940251572327
1124,brute,81,2,2,distance,0.707940251572327
1125,auto,41,2,2,distance,0.707940251572327
1126,auto,11,2,2,distance,0.707940251572327
1127,kd_tree,41,2,2,distance,0.707940251572327
1128,ball_tree,51,2,2,distance,0.707940251572327
1129,brute,31,2,2,distance,0.707940251572327
1130,ball_tree,61,2,2,distance,0.707940251572327
1131,ball_tree,41,2,2,distance,0.707940251572327
1132,brute,21,2,2,distance,0.707940251572327
1133,brute,71,2,2,distance,0.707940251572327
1134,kd_tree,61,2,2,distance,0.707940251572327
1135,ball_tree,21,2,2,distance,0.707940251572327
1136,brute,61,2,2,distance,0.707940251572327
1137,auto,51,2,2,distance,0.707940251572327
1138,kd_tree,1,2,2,distance,0.707940251572327
1139,ball_tree,91,2,2,distance,0.707940251572327
1140,ball_tree,71,2,2,distance,0.707940251572327
1141,kd_tree,21,2,2,distance,0.707940251572327
1142,auto,1,2,2,distance,0.707940251572327
1143,brute,41,2,2,distance,0.707940251572327
1144,auto,71,2,2,distance,0.707940251572327
1145,kd_tree,91,2,2,distance,0.707940251572327
1146,ball_tree,11,2,2,distance,0.707940251572327
1147,kd_tree,81,2,2,distance,0.707940251572327
1148,brute,91,2,2,distance,0.707940251572327
1149,kd_tree,51,2,2,distance,0.707940251572327
1150,brute,1,2,2,distance,0.707940251572327
1151,auto,61,2,2,distance,0.707940251572327
1152,auto,81,2,2,distance,0.707940251572327
1153,ball_tree,81,2,2,distance,0.707940251572327
1154,auto,91,2,2,distance,0.707940251572327
1155,brute,51,2,2,distance,0.707940251572327
1156,brute,11,2,2,distance,0.707940251572327
1157,ball_tree,31,2,2,distance,0.707940251572327
1158,kd_tree,71,2,2,distance,0.707940251572327
1159,kd_tree,31,2,2,distance,0.707940251572327
1160,ball_tree,71,4,2,uniform,0.705756464011181
1161,brute,51,4,2,uniform,0.705756464011181
1162,kd_tree,81,4,2,uniform,0.705756464011181
1163,kd_tree,51,4,2,uniform,0.705756464011181
1164,ball_tree,61,4,2,uniform,0.705756464011181
1165,kd_tree,11,4,2,uniform,0.705756464011181
1166,brute,71,4,2,uniform,0.705756464011181
1167,brute,11,4,2,uniform,0.705756464011181
1168,ball_tree,41,4,2,uniform,0.705756464011181
1169,ball_tree,1,4,2,uniform,0.705756464011181
1170,auto,61,4,2,uniform,0.705756464011181
1171,ball_tree,11,4,2,uniform,0.705756464011181
1172,auto,51,4,2,uniform,0.705756464011181
1173,brute,31,4,2,uniform,0.705756464011181
1174,brute,21,4,2,uniform,0.705756464011181
1175,kd_tree,21,4,2,uniform,0.705756464011181
1176,ball_tree,51,4,2,uniform,0.705756464011181
1177,auto,41,4,2,uniform,0.705756464011181
1178,auto,81,4,2,uniform,0.705756464011181
1179,ball_tree,31,4,2,uniform,0.705756464011181
1180,kd_tree,61,4,2,uniform,0.705756464011181
1181,brute,91,4,2,uniform,0.705756464011181
1182,auto,21,4,2,uniform,0.705756464011181
1183,kd_tree,71,4,2,uniform,0.705756464011181
1184,brute,81,4,2,uniform,0.705756464011181
1185,ball_tree,91,4,2,uniform,0.705756464011181
1186,ball_tree,21,4,2,uniform,0.705756464011181
1187,kd_tree,1,4,2,uniform,0.705756464011181
1188,brute,61,4,2,uniform,0.705756464011181
1189,kd_tree,91,4,2,uniform,0.705756464011181
1190,brute,1,4,2,uniform,0.705756464011181
1191,auto,11,4,2,uniform,0.705756464011181
1192,auto,31,4,2,uniform,0.705756464011181
1193,kd_tree,31,4,2,uniform,0.705756464011181
1194,ball_tree,81,4,2,uniform,0.705756464011181
1195,auto,91,4,2,uniform,0.705756464011181
1196,kd_tree,41,4,2,uniform,0.705756464011181
1197,auto,1,4,2,uniform,0.705756464011181
1198,auto,71,4,2,uniform,0.705756464011181
1199,brute,41,4,2,uniform,0.705756464011181
1200,ball_tree,51,2,3,distance,0.7056254367575122
1201,kd_tree,71,2,3,distance,0.7056254367575122
1202,auto,91,2,3,distance,0.7056254367575122
1203,auto,41,2,3,distance,0.7056254367575122
1204,brute,41,2,3,distance,0.7056254367575122
1205,brute,81,2,3,distance,0.7056254367575122
1206,kd_tree,1,2,3,distance,0.7056254367575122
1207,ball_tree,11,2,3,distance,0.7056254367575122
1208,ball_tree,41,2,3,distance,0.7056254367575122
1209,auto,1,2,3,distance,0.7056254367575122
1210,auto,21,2,3,distance,0.7056254367575122
1211,kd_tree,21,2,3,distance,0.7056254367575122
1212,ball_tree,71,2,3,distance,0.7056254367575122
1213,auto,51,2,3,distance,0.7056254367575122
1214,brute,21,2,3,distance,0.7056254367575122
1215,brute,51,2,3,distance,0.7056254367575122
1216,kd_tree,61,2,3,distance,0.7056254367575122
1217,ball_tree,21,2,3,distance,0.7056254367575122
1218,auto,31,2,3,distance,0.7056254367575122
1219,kd_tree,41,2,3,distance,0.7056254367575122
1220,kd_tree,81,2,3,distance,0.7056254367575122
1221,ball_tree,1,2,3,distance,0.7056254367575122
1222,brute,71,2,3,distance,0.7056254367575122
1223,auto,71,2,3,distance,0.7056254367575122
1224,ball_tree,91,2,3,distance,0.7056254367575122
1225,brute,31,2,3,distance,0.7056254367575122
1226,ball_tree,61,2,3,distance,0.7056254367575122
1227,auto,81,2,3,distance,0.7056254367575122
1228,brute,61,2,3,distance,0.7056254367575122
1229,ball_tree,31,2,3,distance,0.7056254367575122
1230,ball_tree,81,2,3,distance,0.7056254367575122
1231,kd_tree,91,2,3,distance,0.7056254367575122
1232,brute,91,2,3,distance,0.7056254367575122
1233,auto,11,2,3,distance,0.7056254367575122
1234,kd_tree,51,2,3,distance,0.7056254367575122
1235,brute,11,2,3,distance,0.7056254367575122
1236,brute,1,2,3,distance,0.7056254367575122
1237,auto,61,2,3,distance,0.7056254367575122
1238,kd_tree,31,2,3,distance,0.7056254367575122
1239,kd_tree,11,2,3,distance,0.7056254367575122
1240,brute,81,4,1,distance,0.7031795946890287
1241,auto,81,4,1,distance,0.7031795946890287
1242,brute,61,4,1,distance,0.7031795946890287
1243,brute,1,4,1,distance,0.7031795946890287
1244,kd_tree,1,4,1,distance,0.7031795946890287
1245,kd_tree,61,4,1,distance,0.7031795946890287
1246,brute,11,4,1,distance,0.7031795946890287
1247,kd_tree,21,4,1,distance,0.7031795946890287
1248,auto,1,4,1,distance,0.7031795946890287
1249,kd_tree,71,4,1,distance,0.7031795946890287
1250,ball_tree,21,4,1,distance,0.7031795946890287
1251,brute,41,4,1,distance,0.7031795946890287
1252,ball_tree,1,4,1,distance,0.7031795946890287
1253,auto,21,4,1,distance,0.7031795946890287
1254,kd_tree,31,4,1,distance,0.7031795946890287
1255,auto,91,4,1,distance,0.7031795946890287
1256,auto,31,4,1,distance,0.7031795946890287
1257,auto,11,4,1,distance,0.7031795946890287
1258,auto,51,4,1,distance,0.7031795946890287
1259,ball_tree,71,4,1,distance,0.7031795946890287
1260,kd_tree,81,4,1,distance,0.7031795946890287
1261,kd_tree,51,4,1,distance,0.7031795946890287
1262,brute,71,4,1,distance,0.7031795946890287
1263,auto,41,4,1,distance,0.7031795946890287
1264,brute,91,4,1,distance,0.7031795946890287
1265,ball_tree,11,4,1,distance,0.7031795946890287
1266,ball_tree,51,4,1,distance,0.7031795946890287
1267,brute,51,4,1,distance,0.7031795946890287
1268,kd_tree,11,4,1,distance,0.7031795946890287
1269,ball_tree,41,4,1,distance,0.7031795946890287
1270,auto,61,4,1,distance,0.7031795946890287
1271,brute,31,4,1,distance,0.7031795946890287
1272,ball_tree,61,4,1,distance,0.7031795946890287
1273,ball_tree,81,4,1,distance,0.7031795946890287
1274,brute,21,4,1,distance,0.7031795946890287
1275,kd_tree,41,4,1,distance,0.7031795946890287
1276,ball_tree,91,4,1,distance,0.7031795946890287
1277,kd_tree,91,4,1,distance,0.7031795946890287
1278,ball_tree,31,4,1,distance,0.7031795946890287
1279,auto,71,4,1,distance,0.7031795946890287
1280,ball_tree,41,2,3,uniform,0.7008211041229908
1281,kd_tree,81,2,3,uniform,0.7008211041229908
1282,brute,41,2,3,uniform,0.7008211041229908
1283,brute,31,2,3,uniform,0.7008211041229908
1284,brute,11,2,3,uniform,0.7008211041229908
1285,kd_tree,71,2,3,uniform,0.7008211041229908
1286,ball_tree,1,2,3,uniform,0.7008211041229908
1287,auto,51,2,3,uniform,0.7008211041229908
1288,auto,31,2,3,uniform,0.7008211041229908
1289,kd_tree,91,2,3,uniform,0.7008211041229908
1290,brute,91,2,3,uniform,0.7008211041229908
1291,ball_tree,61,2,3,uniform,0.7008211041229908
1292,ball_tree,91,2,3,uniform,0.7008211041229908
1293,brute,81,2,3,uniform,0.7008211041229908
1294,kd_tree,11,2,3,uniform,0.7008211041229908
1295,auto,21,2,3,uniform,0.7008211041229908
1296,kd_tree,51,2,3,uniform,0.7008211041229908
1297,kd_tree,1,2,3,uniform,0.7008211041229908
1298,brute,61,2,3,uniform,0.7008211041229908
1299,brute,71,2,3,uniform,0.7008211041229908
1300,kd_tree,61,2,3,uniform,0.7008211041229908
1301,brute,21,2,3,uniform,0.7008211041229908
1302,ball_tree,71,2,3,uniform,0.7008211041229908
1303,kd_tree,21,2,3,uniform,0.7008211041229908
1304,ball_tree,51,2,3,uniform,0.7008211041229908
1305,ball_tree,21,2,3,uniform,0.7008211041229908
1306,auto,91,2,3,uniform,0.7008211041229908
1307,auto,81,2,3,uniform,0.7008211041229908
1308,kd_tree,31,2,3,uniform,0.7008211041229908
1309,auto,11,2,3,uniform,0.7008211041229908
1310,auto,61,2,3,uniform,0.7008211041229908
1311,brute,1,2,3,uniform,0.7008211041229908
1312,kd_tree,41,2,3,uniform,0.7008211041229908
1313,brute,51,2,3,uniform,0.7008211041229908
1314,ball_tree,81,2,3,uniform,0.7008211041229908
1315,auto,1,2,3,uniform,0.7008211041229908
1316,auto,71,2,3,uniform,0.7008211041229908
1317,ball_tree,11,2,3,uniform,0.7008211041229908
1318,ball_tree,31,2,3,uniform,0.7008211041229908
1319,auto,41,2,3,uniform,0.7008211041229908
1320,brute,1,6,1,distance,0.700733752620545
1321,brute,61,6,1,distance,0.700733752620545
1322,ball_tree,11,6,1,distance,0.700733752620545
1323,kd_tree,31,6,1,distance,0.700733752620545
1324,ball_tree,41,6,1,distance,0.700733752620545
1325,brute,81,6,1,distance,0.700733752620545
1326,ball_tree,81,6,1,distance,0.700733752620545
1327,brute,51,6,1,distance,0.700733752620545
1328,ball_tree,51,6,1,distance,0.700733752620545
1329,ball_tree,91,6,1,distance,0.700733752620545
1330,ball_tree,31,6,1,distance,0.700733752620545
1331,ball_tree,71,6,1,distance,0.700733752620545
1332,auto,11,6,1,distance,0.700733752620545
1333,ball_tree,1,6,1,distance,0.700733752620545
1334,kd_tree,21,6,1,distance,0.700733752620545
1335,auto,81,6,1,distance,0.700733752620545
1336,auto,91,6,1,distance,0.700733752620545
1337,kd_tree,51,6,1,distance,0.700733752620545
1338,auto,41,6,1,distance,0.700733752620545
1339,auto,61,6,1,distance,0.700733752620545
1340,kd_tree,81,6,1,distance,0.700733752620545
1341,kd_tree,41,6,1,distance,0.700733752620545
1342,brute,91,6,1,distance,0.700733752620545
1343,auto,21,6,1,distance,0.700733752620545
1344,kd_tree,61,6,1,distance,0.700733752620545
1345,auto,31,6,1,distance,0.700733752620545
1346,brute,11,6,1,distance,0.700733752620545
1347,auto,1,6,1,distance,0.700733752620545
1348,brute,71,6,1,distance,0.700733752620545
1349,kd_tree,71,6,1,distance,0.700733752620545
1350,brute,41,6,1,distance,0.700733752620545
1351,auto,71,6,1,distance,0.700733752620545
1352,auto,51,6,1,distance,0.700733752620545
1353,brute,21,6,1,distance,0.700733752620545
1354,kd_tree,91,6,1,distance,0.700733752620545
1355,ball_tree,21,6,1,distance,0.700733752620545
1356,brute,31,6,1,distance,0.700733752620545
1357,ball_tree,61,6,1,distance,0.700733752620545
1358,kd_tree,1,6,1,distance,0.700733752620545
1359,kd_tree,11,6,1,distance,0.700733752620545
1360,ball_tree,81,9,1,distance,0.6984626135569532
1361,brute,21,9,1,distance,0.6984626135569532
1362,kd_tree,11,9,1,distance,0.6984626135569532
1363,brute,61,9,1,distance,0.6984626135569532
1364,kd_tree,1,9,1,distance,0.6984626135569532
1365,ball_tree,91,9,1,distance,0.6984626135569532
1366,auto,91,9,1,distance,0.6984626135569532
1367,kd_tree,81,9,1,distance,0.6984626135569532
1368,brute,1,9,1,distance,0.6984626135569532
1369,ball_tree,1,9,1,distance,0.6984626135569532
1370,ball_tree,11,9,1,distance,0.6984626135569532
1371,auto,21,9,1,distance,0.6984626135569532
1372,kd_tree,21,9,1,distance,0.6984626135569532
1373,auto,61,9,1,distance,0.6984626135569532
1374,kd_tree,61,9,1,distance,0.6984626135569532
1375,ball_tree,61,9,1,distance,0.6984626135569532
1376,ball_tree,31,9,1,distance,0.6984626135569532
1377,kd_tree,31,9,1,distance,0.6984626135569532
1378,kd_tree,51,9,1,distance,0.6984626135569532
1379,brute,41,9,1,distance,0.6984626135569532
1380,kd_tree,71,9,1,distance,0.6984626135569532
1381,auto,41,9,1,distance,0.6984626135569532
1382,ball_tree,41,9,1,distance,0.6984626135569532
1383,kd_tree,41,9,1,distance,0.6984626135569532
1384,auto,51,9,1,distance,0.6984626135569532
1385,brute,91,9,1,distance,0.6984626135569532
1386,auto,1,9,1,distance,0.6984626135569532
1387,auto,11,9,1,distance,0.6984626135569532
1388,kd_tree,91,9,1,distance,0.6984626135569532
1389,brute,81,9,1,distance,0.6984626135569532
1390,auto,81,9,1,distance,0.6984626135569532
1391,auto,71,9,1,distance,0.6984626135569532
1392,ball_tree,51,9,1,distance,0.6984626135569532
1393,brute,51,9,1,distance,0.6984626135569532
1394,auto,31,9,1,distance,0.6984626135569532
1395,ball_tree,21,9,1,distance,0.6984626135569532
1396,brute,11,9,1,distance,0.6984626135569532
1397,brute,31,9,1,distance,0.6984626135569532
1398,ball_tree,71,9,1,distance,0.6984626135569532
1399,brute,71,9,1,distance,0.6984626135569532
1400,ball_tree,51,3,1,uniform,0.6962351502445843
1401,brute,1,3,1,uniform,0.6962351502445843
1402,brute,21,3,1,uniform,0.6962351502445843
1403,auto,41,3,1,uniform,0.6962351502445843
1404,auto,31,3,1,uniform,0.6962351502445843
1405,brute,51,3,1,uniform,0.6962351502445843
1406,kd_tree,91,3,1,uniform,0.6962351502445843
1407,auto,71,3,1,uniform,0.6962351502445843
1408,kd_tree,61,3,1,uniform,0.6962351502445843
1409,ball_tree,71,3,1,uniform,0.6962351502445843
1410,auto,61,3,1,uniform,0.6962351502445843
1411,kd_tree,51,3,1,uniform,0.6962351502445843
1412,brute,61,3,1,uniform,0.6962351502445843
1413,kd_tree,41,3,1,uniform,0.6962351502445843
1414,ball_tree,31,3,1,uniform,0.6962351502445843
1415,auto,11,3,1,uniform,0.6962351502445843
1416,ball_tree,81,3,1,uniform,0.6962351502445843
1417,kd_tree,31,3,1,uniform,0.6962351502445843
1418,brute,71,3,1,uniform,0.6962351502445843
1419,auto,21,3,1,uniform,0.6962351502445843
1420,auto,91,3,1,uniform,0.6962351502445843
1421,kd_tree,21,3,1,uniform,0.6962351502445843
1422,brute,81,3,1,uniform,0.6962351502445843
1423,kd_tree,11,3,1,uniform,0.6962351502445843
1424,auto,81,3,1,uniform,0.6962351502445843
1425,ball_tree,21,3,1,uniform,0.6962351502445843
1426,ball_tree,91,3,1,uniform,0.6962351502445843
1427,auto,1,3,1,uniform,0.6962351502445843
1428,kd_tree,1,3,1,uniform,0.6962351502445843
1429,brute,91,3,1,uniform,0.6962351502445843
1430,ball_tree,11,3,1,uniform,0.6962351502445843
1431,brute,11,3,1,uniform,0.6962351502445843
1432,brute,31,3,1,uniform,0.6962351502445843
1433,kd_tree,81,3,1,uniform,0.6962351502445843
1434,auto,51,3,1,uniform,0.6962351502445843
1435,kd_tree,71,3,1,uniform,0.6962351502445843
1436,ball_tree,41,3,1,uniform,0.6962351502445843
1437,brute,41,3,1,uniform,0.6962351502445843
1438,ball_tree,61,3,1,uniform,0.6962351502445843
1439,ball_tree,1,3,1,uniform,0.6962351502445843
1440,kd_tree,81,2,2,uniform,0.6960604472396925
1441,brute,81,2,2,uniform,0.6960604472396925
1442,auto,31,2,2,uniform,0.6960604472396925
1443,auto,71,2,2,uniform,0.6960604472396925
1444,auto,41,2,2,uniform,0.6960604472396925
1445,auto,11,2,2,uniform,0.6960604472396925
1446,auto,51,2,2,uniform,0.6960604472396925
1447,ball_tree,91,2,2,uniform,0.6960604472396925
1448,brute,71,2,2,uniform,0.6960604472396925
1449,auto,81,2,2,uniform,0.6960604472396925
1450,brute,31,2,2,uniform,0.6960604472396925
1451,kd_tree,11,2,2,uniform,0.6960604472396925
1452,ball_tree,81,2,2,uniform,0.6960604472396925
1453,ball_tree,11,2,2,uniform,0.6960604472396925
1454,kd_tree,21,2,2,uniform,0.6960604472396925
1455,auto,91,2,2,uniform,0.6960604472396925
1456,ball_tree,1,2,2,uniform,0.6960604472396925
1457,kd_tree,31,2,2,uniform,0.6960604472396925
1458,auto,61,2,2,uniform,0.6960604472396925
1459,ball_tree,21,2,2,uniform,0.6960604472396925
1460,auto,21,2,2,uniform,0.6960604472396925
1461,ball_tree,61,2,2,uniform,0.6960604472396925
1462,kd_tree,61,2,2,uniform,0.6960604472396925
1463,ball_tree,71,2,2,uniform,0.6960604472396925
1464,brute,91,2,2,uniform,0.6960604472396925
1465,auto,1,2,2,uniform,0.6960604472396925
1466,brute,21,2,2,uniform,0.6960604472396925
1467,brute,51,2,2,uniform,0.6960604472396925
1468,brute,1,2,2,uniform,0.6960604472396925
1469,kd_tree,1,2,2,uniform,0.6960604472396925
1470,brute,11,2,2,uniform,0.6960604472396925
1471,kd_tree,71,2,2,uniform,0.6960604472396925
1472,kd_tree,51,2,2,uniform,0.6960604472396925
1473,brute,61,2,2,uniform,0.6960604472396925
1474,kd_tree,91,2,2,uniform,0.6960604472396925
1475,ball_tree,51,2,2,uniform,0.6960604472396925
1476,brute,41,2,2,uniform,0.6960604472396925
1477,kd_tree,41,2,2,uniform,0.6960604472396925
1478,ball_tree,41,2,2,uniform,0.6960604472396925
1479,ball_tree,31,2,2,uniform,0.6960604472396925
1480,auto,1,3,1,distance,0.6939203354297694
1481,brute,31,3,1,distance,0.6939203354297694
1482,auto,21,3,1,distance,0.6939203354297694
1483,ball_tree,21,3,1,distance,0.6939203354297694
1484,brute,81,3,1,distance,0.6939203354297694
1485,ball_tree,41,3,1,distance,0.6939203354297694
1486,brute,71,3,1,distance,0.6939203354297694
1487,auto,31,3,1,distance,0.6939203354297694
1488,auto,11,3,1,distance,0.6939203354297694
1489,ball_tree,31,3,1,distance,0.6939203354297694
1490,brute,51,3,1,distance,0.6939203354297694
1491,brute,21,3,1,distance,0.6939203354297694
1492,ball_tree,11,3,1,distance,0.6939203354297694
1493,brute,41,3,1,distance,0.6939203354297694
1494,brute,61,3,1,distance,0.6939203354297694
1495,brute,91,3,1,distance,0.6939203354297694
1496,kd_tree,91,3,1,distance,0.6939203354297694
1497,auto,81,3,1,distance,0.6939203354297694
1498,kd_tree,61,3,1,distance,0.6939203354297694
1499,ball_tree,91,3,1,distance,0.6939203354297694
1500,kd_tree,31,3,1,distance,0.6939203354297694
1501,ball_tree,81,3,1,distance,0.6939203354297694
1502,kd_tree,41,3,1,distance,0.6939203354297694
1503,kd_tree,71,3,1,distance,0.6939203354297694
1504,auto,91,3,1,distance,0.6939203354297694
1505,kd_tree,81,3,1,distance,0.6939203354297694
1506,kd_tree,1,3,1,distance,0.6939203354297694
1507,auto,51,3,1,distance,0.6939203354297694
1508,ball_tree,71,3,1,distance,0.6939203354297694
1509,kd_tree,21,3,1,distance,0.6939203354297694
1510,auto,41,3,1,distance,0.6939203354297694
1511,ball_tree,1,3,1,distance,0.6939203354297694
1512,ball_tree,61,3,1,distance,0.6939203354297694
1513,brute,11,3,1,distance,0.6939203354297694
1514,kd_tree,51,3,1,distance,0.6939203354297694
1515,auto,61,3,1,distance,0.6939203354297694
1516,ball_tree,51,3,1,distance,0.6939203354297694
1517,brute,1,3,1,distance,0.6939203354297694
1518,kd_tree,11,3,1,distance,0.6939203354297694
1519,auto,71,3,1,distance,0.6939203354297694
1520,kd_tree,71,7,1,distance,0.69138714185884
1521,ball_tree,61,7,1,distance,0.69138714185884
1522,kd_tree,91,7,1,distance,0.69138714185884
1523,ball_tree,51,7,1,distance,0.69138714185884
1524,kd_tree,31,7,1,distance,0.69138714185884
1525,brute,31,7,1,distance,0.69138714185884
1526,ball_tree,41,7,1,distance,0.69138714185884
1527,kd_tree,21,7,1,distance,0.69138714185884
1528,auto,71,7,1,distance,0.69138714185884
1529,kd_tree,11,7,1,distance,0.69138714185884
1530,brute,21,7,1,distance,0.69138714185884
1531,ball_tree,11,7,1,distance,0.69138714185884
1532,ball_tree,21,7,1,distance,0.69138714185884
1533,brute,91,7,1,distance,0.69138714185884
1534,auto,1,7,1,distance,0.69138714185884
1535,auto,41,7,1,distance,0.69138714185884
1536,ball_tree,81,7,1,distance,0.69138714185884
1537,kd_tree,81,7,1,distance,0.69138714185884
1538,brute,61,7,1,distance,0.69138714185884
1539,brute,71,7,1,distance,0.69138714185884
1540,auto,21,7,1,distance,0.69138714185884
1541,brute,41,7,1,distance,0.69138714185884
1542,kd_tree,41,7,1,distance,0.69138714185884
1543,ball_tree,1,7,1,distance,0.69138714185884
1544,auto,31,7,1,distance,0.69138714185884
1545,auto,91,7,1,distance,0.69138714185884
1546,kd_tree,51,7,1,distance,0.69138714185884
1547,brute,11,7,1,distance,0.69138714185884
1548,ball_tree,71,7,1,distance,0.69138714185884
1549,brute,51,7,1,distance,0.69138714185884
1550,brute,1,7,1,distance,0.69138714185884
1551,brute,81,7,1,distance,0.69138714185884
1552,auto,51,7,1,distance,0.69138714185884
1553,auto,11,7,1,distance,0.69138714185884
1554,auto,81,7,1,distance,0.69138714185884
1555,ball_tree,91,7,1,distance,0.69138714185884
1556,auto,61,7,1,distance,0.69138714185884
1557,kd_tree,1,7,1,distance,0.69138714185884
1558,ball_tree,31,7,1,distance,0.69138714185884
1559,kd_tree,61,7,1,distance,0.69138714185884
1560,ball_tree,31,5,1,distance,0.67972571628232
1561,kd_tree,51,5,1,distance,0.67972571628232
1562,kd_tree,81,5,1,distance,0.67972571628232
1563,ball_tree,41,5,1,distance,0.67972571628232
1564,brute,51,5,1,distance,0.67972571628232
1565,auto,71,5,1,distance,0.67972571628232
1566,ball_tree,81,5,1,distance,0.67972571628232
1567,auto,61,5,1,distance,0.67972571628232
1568,kd_tree,21,5,1,distance,0.67972571628232
1569,brute,31,5,1,distance,0.67972571628232
1570,auto,11,5,1,distance,0.67972571628232
1571,auto,51,5,1,distance,0.67972571628232
1572,ball_tree,61,5,1,distance,0.67972571628232
1573,ball_tree,11,5,1,distance,0.67972571628232
1574,kd_tree,41,5,1,distance,0.67972571628232
1575,auto,21,5,1,distance,0.67972571628232
1576,kd_tree,71,5,1,distance,0.67972571628232
1577,auto,91,5,1,distance,0.67972571628232
1578,kd_tree,31,5,1,distance,0.67972571628232
1579,kd_tree,61,5,1,distance,0.67972571628232
1580,brute,41,5,1,distance,0.67972571628232
1581,brute,61,5,1,distance,0.67972571628232
1582,brute,71,5,1,distance,0.67972571628232
1583,ball_tree,71,5,1,distance,0.67972571628232
1584,brute,11,5,1,distance,0.67972571628232
1585,brute,1,5,1,distance,0.67972571628232
1586,auto,81,5,1,distance,0.67972571628232
1587,brute,91,5,1,distance,0.67972571628232
1588,kd_tree,91,5,1,distance,0.67972571628232
1589,ball_tree,51,5,1,distance,0.67972571628232
1590,kd_tree,1,5,1,distance,0.67972571628232
1591,auto,1,5,1,distance,0.67972571628232
1592,ball_tree,91,5,1,distance,0.67972571628232
1593,brute,81,5,1,distance,0.67972571628232
1594,auto,41,5,1,distance,0.67972571628232
1595,kd_tree,11,5,1,distance,0.67972571628232
1596,ball_tree,21,5,1,distance,0.67972571628232
1597,brute,21,5,1,distance,0.67972571628232
1598,ball_tree,1,5,1,distance,0.67972571628232
1599,auto,31,5,1,distance,0.67972571628232
1600,auto,91,6,1,uniform,0.6751834381551363
1601,auto,61,6,1,uniform,0.6751834381551363
1602,brute,1,6,1,uniform,0.6751834381551363
1603,kd_tree,91,6,1,uniform,0.6751834381551363
1604,kd_tree,71,6,1,uniform,0.6751834381551363
1605,kd_tree,31,6,1,uniform,0.6751834381551363
1606,auto,31,6,1,uniform,0.6751834381551363
1607,ball_tree,1,6,1,uniform,0.6751834381551363
1608,ball_tree,11,6,1,uniform,0.6751834381551363
1609,brute,61,6,1,uniform,0.6751834381551363
1610,auto,71,6,1,uniform,0.6751834381551363
1611,kd_tree,1,6,1,uniform,0.6751834381551363
1612,ball_tree,51,6,1,uniform,0.6751834381551363
1613,brute,91,6,1,uniform,0.6751834381551363
1614,auto,51,6,1,uniform,0.6751834381551363
1615,kd_tree,61,6,1,uniform,0.6751834381551363
1616,brute,41,6,1,uniform,0.6751834381551363
1617,brute,81,6,1,uniform,0.6751834381551363
1618,ball_tree,61,6,1,uniform,0.6751834381551363
1619,kd_tree,11,6,1,uniform,0.6751834381551363
1620,kd_tree,41,6,1,uniform,0.6751834381551363
1621,auto,81,6,1,uniform,0.6751834381551363
1622,ball_tree,21,6,1,uniform,0.6751834381551363
1623,ball_tree,71,6,1,uniform,0.6751834381551363
1624,ball_tree,81,6,1,uniform,0.6751834381551363
1625,kd_tree,51,6,1,uniform,0.6751834381551363
1626,brute,71,6,1,uniform,0.6751834381551363
1627,brute,51,6,1,uniform,0.6751834381551363
1628,brute,31,6,1,uniform,0.6751834381551363
1629,brute,11,6,1,uniform,0.6751834381551363
1630,brute,21,6,1,uniform,0.6751834381551363
1631,ball_tree,31,6,1,uniform,0.6751834381551363
1632,auto,21,6,1,uniform,0.6751834381551363
1633,kd_tree,21,6,1,uniform,0.6751834381551363
1634,auto,11,6,1,uniform,0.6751834381551363
1635,ball_tree,91,6,1,uniform,0.6751834381551363
1636,ball_tree,41,6,1,uniform,0.6751834381551363
1637,kd_tree,81,6,1,uniform,0.6751834381551363
1638,auto,1,6,1,uniform,0.6751834381551363
1639,auto,41,6,1,uniform,0.6751834381551363
1640,kd_tree,41,9,1,uniform,0.6726502445842069
1641,brute,1,9,1,uniform,0.6726502445842069
1642,auto,31,9,1,uniform,0.6726502445842069
1643,ball_tree,91,9,1,uniform,0.6726502445842069
1644,brute,41,9,1,uniform,0.6726502445842069
1645,brute,81,9,1,uniform,0.6726502445842069
1646,kd_tree,51,9,1,uniform,0.6726502445842069
1647,brute,51,9,1,uniform,0.6726502445842069
1648,auto,51,9,1,uniform,0.6726502445842069
1649,auto,11,9,1,uniform,0.6726502445842069
1650,ball_tree,41,9,1,uniform,0.6726502445842069
1651,ball_tree,31,9,1,uniform,0.6726502445842069
1652,ball_tree,71,9,1,uniform,0.6726502445842069
1653,kd_tree,11,9,1,uniform,0.6726502445842069
1654,kd_tree,31,9,1,uniform,0.6726502445842069
1655,ball_tree,81,9,1,uniform,0.6726502445842069
1656,auto,1,9,1,uniform,0.6726502445842069
1657,brute,71,9,1,uniform,0.6726502445842069
1658,ball_tree,1,9,1,uniform,0.6726502445842069
1659,ball_tree,51,9,1,uniform,0.6726502445842069
