,C,coef0,decision_function_shape,gamma,kernel,Accuracy
458,7.0,2.0,ovo,0.5,linear,0.7967767295597484
459,7.0,3.0,ovr,0.5,linear,0.7967767295597484
460,7.0,3.0,ovo,0.01,linear,0.7967767295597484
461,7.0,3.0,ovo,3.0,linear,0.7967767295597484
462,7.0,2.0,ovr,0.001,linear,0.7967767295597484
463,7.0,2.0,ovo,3.0,linear,0.7967767295597484
464,7.0,2.0,ovo,1.0,linear,0.7967767295597484
465,7.0,3.0,ovr,1.0,linear,0.7967767295597484
466,7.0,1.0,ovo,0.001,linear,0.7967767295597484
467,7.0,0.0,ovr,0.1,linear,0.7967767295597484
468,7.0,0.0,ovr,1.0,linear,0.7967767295597484
469,7.0,0.0,ovo,1.0,linear,0.7967767295597484
470,7.0,0.0,ovr,0.5,linear,0.7967767295597484
471,7.0,0.0,ovo,0.001,linear,0.7967767295597484
472,7.0,0.0,ovr,0.01,linear,0.7967767295597484
473,7.0,0.0,ovo,0.01,linear,0.7967767295597484
474,7.0,0.0,ovo,0.1,linear,0.7967767295597484
475,7.0,0.0,ovr,0.001,linear,0.7967767295597484
476,7.0,0.0,ovo,3.0,linear,0.7967767295597484
477,7.0,0.0,ovo,0.5,linear,0.7967767295597484
478,5.0,0.0,ovo,0.001,sigmoid,0.7966020265548568
479,5.0,0.0,ovr,0.001,sigmoid,0.7966020265548568
480,8.0,3.0,ovo,0.01,poly,0.7944619147449337
481,8.0,3.0,ovr,0.01,poly,0.7944619147449337
482,4.0,3.0,ovo,0.001,linear,0.7944182389937107
483,8.0,2.0,ovo,0.1,linear,0.7944182389937107
484,8.0,3.0,ovr,0.1,linear,0.7944182389937107
485,8.0,3.0,ovr,0.5,linear,0.7944182389937107
486,4.0,1.0,ovo,0.01,linear,0.7944182389937107
487,8.0,3.0,ovr,1.0,linear,0.7944182389937107
488,4.0,2.0,ovr,0.1,linear,0.7944182389937107
489,8.0,2.0,ovr,1.0,linear,0.7944182389937107
490,8.0,3.0,ovr,3.0,linear,0.7944182389937107
491,4.0,1.0,ovo,0.001,linear,0.7944182389937107
492,4.0,2.0,ovr,0.5,linear,0.7944182389937107
493,4.0,2.0,ovr,1.0,linear,0.7944182389937107
494,8.0,2.0,ovo,0.01,linear,0.7944182389937107
495,4.0,2.0,ovr,3.0,linear,0.7944182389937107
496,4.0,2.0,ovo,0.5,linear,0.7944182389937107
497,4.0,2.0,ovr,0.01,linear,0.7944182389937107
498,8.0,2.0,ovo,0.001,linear,0.7944182389937107
499,8.0,1.0,ovr,3.0,linear,0.7944182389937107
500,8.0,1.0,ovr,1.0,linear,0.7944182389937107
501,8.0,1.0,ovr,0.5,linear,0.7944182389937107
502,8.0,1.0,ovr,0.1,linear,0.7944182389937107
503,8.0,1.0,ovr,0.01,linear,0.7944182389937107
504,4.0,3.0,ovo,0.01,linear,0.7944182389937107
505,8.0,1.0,ovr,0.001,linear,0.7944182389937107
506,8.0,1.0,ovo,3.0,linear,0.7944182389937107
507,8.0,1.0,ovo,1.0,linear,0.7944182389937107
508,8.0,1.0,ovo,0.5,linear,0.7944182389937107
509,8.0,1.0,ovo,0.1,linear,0.7944182389937107
510,4.0,3.0,ovo,0.1,linear,0.7944182389937107
511,8.0,1.0,ovo,0.01,linear,0.7944182389937107
512,8.0,2.0,ovo,0.5,linear,0.7944182389937107
513,8.0,2.0,ovo,1.0,linear,0.7944182389937107
514,8.0,2.0,ovr,3.0,linear,0.7944182389937107
515,8.0,3.0,ovr,0.01,linear,0.7944182389937107
516,4.0,2.0,ovo,0.1,linear,0.7944182389937107
517,8.0,2.0,ovr,0.1,linear,0.7944182389937107
518,8.0,2.0,ovr,0.5,linear,0.7944182389937107
519,8.0,3.0,ovo,0.001,linear,0.7944182389937107
520,4.0,2.0,ovo,0.001,linear,0.7944182389937107
521,4.0,1.0,ovr,3.0,linear,0.7944182389937107
522,4.0,3.0,ovo,1.0,linear,0.7944182389937107
523,4.0,1.0,ovr,1.0,linear,0.7944182389937107
524,8.0,2.0,ovr,0.01,linear,0.7944182389937107
525,4.0,1.0,ovr,0.5,linear,0.7944182389937107
526,4.0,1.0,ovr,0.1,linear,0.7944182389937107
527,8.0,3.0,ovo,0.01,linear,0.7944182389937107
528,4.0,2.0,ovo,1.0,linear,0.7944182389937107
529,4.0,2.0,ovo,3.0,linear,0.7944182389937107
530,4.0,2.0,ovr,0.001,linear,0.7944182389937107
531,8.0,3.0,ovo,0.1,linear,0.7944182389937107
532,8.0,2.0,ovr,0.001,linear,0.7944182389937107
533,4.0,1.0,ovr,0.01,linear,0.7944182389937107
534,8.0,3.0,ovo,0.5,linear,0.7944182389937107
535,8.0,3.0,ovo,1.0,linear,0.7944182389937107
536,8.0,2.0,ovo,3.0,linear,0.7944182389937107
537,4.0,1.0,ovr,0.001,linear,0.7944182389937107
538,4.0,1.0,ovo,3.0,linear,0.7944182389937107
539,4.0,1.0,ovo,1.0,linear,0.7944182389937107
540,4.0,2.0,ovo,0.01,linear,0.7944182389937107
541,8.0,3.0,ovo,3.0,linear,0.7944182389937107
542,4.0,1.0,ovo,0.5,linear,0.7944182389937107
543,4.0,1.0,ovo,0.1,linear,0.7944182389937107
544,8.0,3.0,ovr,0.001,linear,0.7944182389937107
545,4.0,3.0,ovo,0.5,linear,0.7944182389937107
546,5.0,0.0,ovr,0.5,linear,0.7944182389937107
547,4.0,3.0,ovo,3.0,linear,0.7944182389937107
548,5.0,2.0,ovo,0.01,linear,0.7944182389937107
549,5.0,2.0,ovr,0.01,linear,0.7944182389937107
550,5.0,2.0,ovr,0.001,linear,0.7944182389937107
551,5.0,2.0,ovo,3.0,linear,0.7944182389937107
552,5.0,2.0,ovo,1.0,linear,0.7944182389937107
553,5.0,2.0,ovo,0.5,linear,0.7944182389937107
554,5.0,2.0,ovo,0.1,linear,0.7944182389937107
555,5.0,2.0,ovo,0.001,linear,0.7944182389937107
556,8.0,1.0,ovo,0.001,linear,0.7944182389937107
557,5.0,1.0,ovr,3.0,linear,0.7944182389937107
558,5.0,1.0,ovr,1.0,linear,0.7944182389937107
559,5.0,1.0,ovr,0.5,linear,0.7944182389937107
560,5.0,1.0,ovr,0.1,linear,0.7944182389937107
561,5.0,1.0,ovr,0.01,linear,0.7944182389937107
562,5.0,1.0,ovr,0.001,linear,0.7944182389937107
563,5.0,2.0,ovr,0.1,linear,0.7944182389937107
564,5.0,2.0,ovr,0.5,linear,0.7944182389937107
565,5.0,2.0,ovr,1.0,linear,0.7944182389937107
566,5.0,2.0,ovr,3.0,linear,0.7944182389937107
567,4.0,0.0,ovr,1.0,linear,0.7944182389937107
568,5.0,3.0,ovo,0.001,linear,0.7944182389937107
569,5.0,3.0,ovo,0.01,linear,0.7944182389937107
570,5.0,3.0,ovo,0.1,linear,0.7944182389937107
571,5.0,3.0,ovo,0.5,linear,0.7944182389937107
572,5.0,3.0,ovo,1.0,linear,0.7944182389937107
573,5.0,3.0,ovo,3.0,linear,0.7944182389937107
574,5.0,3.0,ovr,0.001,linear,0.7944182389937107
575,5.0,3.0,ovr,0.01,linear,0.7944182389937107
576,5.0,3.0,ovr,0.1,linear,0.7944182389937107
577,5.0,3.0,ovr,0.5,linear,0.7944182389937107
578,5.0,3.0,ovr,1.0,linear,0.7944182389937107
579,5.0,3.0,ovr,3.0,linear,0.7944182389937107
580,5.0,1.0,ovo,3.0,linear,0.7944182389937107
581,5.0,1.0,ovo,1.0,linear,0.7944182389937107
582,5.0,1.0,ovo,0.5,linear,0.7944182389937107
583,8.0,0.0,ovo,0.01,linear,0.7944182389937107
584,4.0,3.0,ovr,0.001,linear,0.7944182389937107
585,8.0,0.0,ovr,3.0,linear,0.7944182389937107
586,8.0,0.0,ovr,1.0,linear,0.7944182389937107
587,8.0,0.0,ovr,0.5,linear,0.7944182389937107
588,4.0,3.0,ovr,0.01,linear,0.7944182389937107
589,8.0,0.0,ovr,0.1,linear,0.7944182389937107
590,8.0,0.0,ovr,0.01,linear,0.7944182389937107
591,8.0,0.0,ovr,0.001,linear,0.7944182389937107
592,4.0,3.0,ovr,0.1,linear,0.7944182389937107
593,8.0,0.0,ovo,3.0,linear,0.7944182389937107
594,8.0,0.0,ovo,1.0,linear,0.7944182389937107
595,8.0,0.0,ovo,0.5,linear,0.7944182389937107
596,4.0,3.0,ovr,0.5,linear,0.7944182389937107
597,8.0,0.0,ovo,0.1,linear,0.7944182389937107
598,8.0,0.0,ovo,0.001,linear,0.7944182389937107
599,5.0,1.0,ovo,0.1,linear,0.7944182389937107
600,4.0,3.0,ovr,1.0,linear,0.7944182389937107
601,4.0,3.0,ovr,3.0,linear,0.7944182389937107
602,5.0,0.0,ovo,0.01,linear,0.7944182389937107
603,5.0,0.0,ovo,0.1,linear,0.7944182389937107
604,5.0,0.0,ovo,0.5,linear,0.7944182389937107
605,5.0,0.0,ovo,1.0,linear,0.7944182389937107
606,5.0,0.0,ovo,3.0,linear,0.7944182389937107
607,5.0,0.0,ovr,0.001,linear,0.7944182389937107
608,5.0,0.0,ovr,0.01,linear,0.7944182389937107
609,5.0,0.0,ovr,0.1,linear,0.7944182389937107
610,5.0,0.0,ovr,1.0,linear,0.7944182389937107
611,5.0,0.0,ovr,3.0,linear,0.7944182389937107
612,5.0,1.0,ovo,0.001,linear,0.7944182389937107
613,5.0,1.0,ovo,0.01,linear,0.7944182389937107
614,4.0,0.0,ovr,3.0,linear,0.7944182389937107
615,5.0,0.0,ovo,0.001,linear,0.7944182389937107
616,4.0,0.0,ovr,0.001,linear,0.7944182389937107
617,4.0,0.0,ovr,0.5,linear,0.7944182389937107
618,4.0,0.0,ovo,0.1,linear,0.7944182389937107
619,4.0,0.0,ovo,0.01,linear,0.7944182389937107
620,4.0,0.0,ovo,0.001,linear,0.7944182389937107
621,4.0,0.0,ovo,1.0,linear,0.7944182389937107
622,4.0,0.0,ovo,3.0,linear,0.7944182389937107
623,4.0,0.0,ovr,0.01,linear,0.7944182389937107
624,4.0,0.0,ovr,0.1,linear,0.7944182389937107
625,4.0,0.0,ovo,0.5,linear,0.7944182389937107
626,7.0,3.0,ovo,0.01,poly,0.7921034241788958
627,7.0,3.0,ovr,0.01,poly,0.7921034241788958
628,8.0,2.0,ovr,0.01,sigmoid,0.7896575821104123
629,8.0,2.0,ovo,0.01,sigmoid,0.7896575821104123
630,7.0,0.0,ovr,0.1,poly,0.7779524807826694
631,7.0,0.0,ovo,0.1,poly,0.7779524807826694
632,1.0,0.0,ovr,0.1,poly,0.7756376659678547
633,1.0,0.0,ovo,0.1,poly,0.7756376659678547
634,6.0,0.0,ovr,0.1,poly,0.7756376659678546
635,6.0,0.0,ovo,0.1,poly,0.7756376659678546
636,5.0,0.0,ovr,0.1,poly,0.7755939902166318
637,5.0,0.0,ovo,0.1,poly,0.7755939902166318
638,8.0,0.0,ovr,0.1,poly,0.7732791754018169
639,8.0,0.0,ovo,0.1,poly,0.7732791754018169
640,4.0,0.0,ovr,0.1,poly,0.773235499650594
641,4.0,0.0,ovo,0.1,poly,0.773235499650594
642,1.0,1.0,ovr,0.1,rbf,0.7687805730258561
643,1.0,0.0,ovr,0.1,rbf,0.7687805730258561
644,1.0,1.0,ovo,0.1,rbf,0.7687805730258561
645,1.0,2.0,ovo,0.1,rbf,0.7687805730258561
646,1.0,3.0,ovr,0.1,rbf,0.7687805730258561
647,1.0,3.0,ovo,0.1,rbf,0.7687805730258561
648,1.0,0.0,ovo,0.1,rbf,0.7687805730258561
649,1.0,2.0,ovr,0.1,rbf,0.7687805730258561
650,1.0,0.0,ovo,0.5,poly,0.7664220824598184
651,1.0,0.0,ovr,0.5,poly,0.7664220824598184
652,3.0,0.0,ovo,0.1,poly,0.7662037037037037
653,3.0,0.0,ovr,0.1,poly,0.7662037037037037
654,2.0,3.0,ovr,0.1,rbf,0.7618361285814117
655,2.0,2.0,ovr,0.1,rbf,0.7618361285814117
656,2.0,3.0,ovo,0.1,rbf,0.7618361285814117
657,2.0,0.0,ovr,0.1,rbf,0.7618361285814117
658,2.0,1.0,ovo,0.1,rbf,0.7618361285814117
659,2.0,2.0,ovo,0.1,rbf,0.7618361285814117
660,2.0,0.0,ovo,0.1,rbf,0.7618361285814117
661,2.0,1.0,ovr,0.1,rbf,0.7618361285814117
662,7.0,1.0,ovo,0.001,sigmoid,0.7617487770789657
663,7.0,1.0,ovr,0.001,sigmoid,0.7617487770789657
664,2.0,0.0,ovo,0.1,poly,0.7615740740740741
665,2.0,0.0,ovr,0.1,poly,0.7615740740740741
666,6.0,2.0,ovr,0.1,rbf,0.7594339622641509
667,6.0,2.0,ovo,0.1,rbf,0.7594339622641509
668,5.0,1.0,ovo,0.1,rbf,0.7594339622641509
669,6.0,1.0,ovo,0.1,rbf,0.7594339622641509
670,5.0,0.0,ovr,0.1,rbf,0.7594339622641509
671,6.0,0.0,ovo,0.1,rbf,0.7594339622641509
672,5.0,0.0,ovo,0.1,rbf,0.7594339622641509
673,6.0,0.0,ovr,0.1,rbf,0.7594339622641509
674,5.0,2.0,ovr,0.1,rbf,0.7594339622641509
675,5.0,3.0,ovo,0.1,rbf,0.7594339622641509
676,6.0,3.0,ovr,0.1,rbf,0.7594339622641509
677,5.0,3.0,ovr,0.1,rbf,0.7594339622641509
678,6.0,1.0,ovr,0.1,rbf,0.7594339622641509
679,5.0,1.0,ovr,0.1,rbf,0.7594339622641509
680,5.0,2.0,ovo,0.1,rbf,0.7594339622641509
681,6.0,3.0,ovo,0.1,rbf,0.7594339622641509
682,8.0,1.0,ovo,0.001,sigmoid,0.7593902865129281
683,1.0,1.0,ovo,0.001,poly,0.7593902865129281
684,1.0,1.0,ovr,0.001,poly,0.7593902865129281
685,4.0,0.0,ovo,0.001,sigmoid,0.7593902865129281
686,3.0,0.0,ovr,0.001,sigmoid,0.7593902865129281
687,4.0,0.0,ovr,0.001,sigmoid,0.7593902865129281
688,8.0,1.0,ovr,0.001,sigmoid,0.7593902865129281
689,3.0,0.0,ovo,0.001,sigmoid,0.7593902865129281
690,7.0,2.0,ovr,0.01,sigmoid,0.7593029350104822
691,7.0,2.0,ovo,0.01,sigmoid,0.7593029350104822
692,3.0,0.0,ovr,0.1,rbf,0.7571628232005589
693,3.0,2.0,ovr,0.1,rbf,0.7571628232005589
694,3.0,2.0,ovo,0.1,rbf,0.7571628232005589
695,3.0,3.0,ovo,0.1,rbf,0.7571628232005589
696,3.0,1.0,ovr,0.1,rbf,0.7571628232005589
697,3.0,3.0,ovr,0.1,rbf,0.7571628232005589
698,3.0,1.0,ovo,0.1,rbf,0.7571628232005589
699,3.0,0.0,ovo,0.1,rbf,0.7571628232005589
700,4.0,3.0,ovr,0.1,rbf,0.7571191474493362
701,8.0,0.0,ovr,0.1,rbf,0.7571191474493362
702,2.0,0.0,ovo,0.5,poly,0.7571191474493362
703,8.0,2.0,ovo,0.1,rbf,0.7571191474493362
704,7.0,3.0,ovo,0.1,rbf,0.7571191474493362
705,4.0,1.0,ovo,0.1,rbf,0.7571191474493362
706,7.0,1.0,ovr,0.1,rbf,0.7571191474493362
707,7.0,2.0,ovo,0.1,rbf,0.7571191474493362
708,4.0,0.0,ovr,0.1,rbf,0.7571191474493362
709,4.0,3.0,ovo,0.1,rbf,0.7571191474493362
710,4.0,0.0,ovo,0.1,rbf,0.7571191474493362
711,8.0,1.0,ovo,0.1,rbf,0.7571191474493362
712,8.0,3.0,ovo,0.1,rbf,0.7571191474493362
713,8.0,1.0,ovr,0.1,rbf,0.7571191474493362
714,8.0,2.0,ovr,0.1,rbf,0.7571191474493362
715,2.0,0.0,ovr,0.5,poly,0.7571191474493362
716,7.0,0.0,ovo,0.1,rbf,0.7571191474493362
717,7.0,2.0,ovr,0.1,rbf,0.7571191474493362
718,7.0,3.0,ovr,0.1,rbf,0.7571191474493362
719,8.0,0.0,ovo,0.1,rbf,0.7571191474493362
720,4.0,2.0,ovo,0.1,rbf,0.7571191474493362
721,8.0,3.0,ovr,0.1,rbf,0.7571191474493362
722,4.0,2.0,ovr,0.1,rbf,0.7571191474493362
723,7.0,1.0,ovo,0.1,rbf,0.7571191474493362
724,7.0,0.0,ovr,0.1,rbf,0.7571191474493362
725,4.0,1.0,ovr,0.1,rbf,0.7571191474493362
726,2.0,0.0,ovo,0.001,rbf,0.7570317959468902
727,2.0,1.0,ovo,0.001,rbf,0.7570317959468902
728,2.0,2.0,ovr,0.001,rbf,0.7570317959468902
729,2.0,2.0,ovo,0.001,rbf,0.7570317959468902
730,2.0,3.0,ovr,0.001,rbf,0.7570317959468902
731,2.0,3.0,ovo,0.001,rbf,0.7570317959468902
732,2.0,1.0,ovr,0.001,rbf,0.7570317959468902
733,2.0,0.0,ovr,0.001,rbf,0.7570317959468902
734,2.0,3.0,ovo,0.5,poly,0.7547606568832984
735,2.0,3.0,ovr,0.5,poly,0.7547606568832984
736,1.0,1.0,ovo,0.1,poly,0.7546733053808525
737,1.0,1.0,ovr,0.1,poly,0.7546733053808525
738,1.0,3.0,ovr,0.5,poly,0.7524895178197065
739,1.0,3.0,ovo,0.5,poly,0.7524895178197065
740,3.0,3.0,ovo,0.5,poly,0.7524021663172608
741,3.0,3.0,ovr,0.5,poly,0.7524021663172608
742,5.0,3.0,ovr,0.5,poly,0.7523584905660378
743,5.0,3.0,ovo,0.5,poly,0.7523584905660378
744,1.0,1.0,ovr,0.5,poly,0.7500873515024458
745,1.0,1.0,ovo,0.5,poly,0.7500873515024458
746,8.0,3.0,ovo,0.5,poly,0.750043675751223
747,7.0,3.0,ovo,0.5,poly,0.750043675751223
748,6.0,3.0,ovr,0.5,poly,0.750043675751223
749,6.0,3.0,ovo,0.5,poly,0.750043675751223
750,7.0,3.0,ovr,0.5,poly,0.750043675751223
751,8.0,3.0,ovr,0.5,poly,0.750043675751223
752,4.0,3.0,ovo,0.5,poly,0.750043675751223
753,4.0,3.0,ovr,0.5,poly,0.750043675751223
754,5.0,2.0,ovo,0.01,sigmoid,0.75
755,6.0,2.0,ovr,0.5,poly,0.75
756,1.0,1.0,ovr,0.01,sigmoid,0.75
757,1.0,1.0,ovo,0.01,sigmoid,0.75
758,5.0,2.0,ovo,0.5,poly,0.75
759,5.0,2.0,ovr,0.01,sigmoid,0.75
760,5.0,2.0,ovr,0.5,poly,0.75
761,6.0,2.0,ovo,0.5,poly,0.75
762,1.0,2.0,ovo,0.5,poly,0.7477725366876311
763,1.0,2.0,ovr,0.5,poly,0.7477725366876311
764,2.0,2.0,ovr,0.5,poly,0.7477288609364081
765,2.0,2.0,ovo,0.5,poly,0.7477288609364081
766,3.0,2.0,ovo,0.5,poly,0.7476851851851851
767,4.0,2.0,ovr,0.5,poly,0.7476851851851851
768,4.0,2.0,ovo,0.5,poly,0.7476851851851851
769,3.0,1.0,ovr,0.1,poly,0.7476851851851851
770,3.0,2.0,ovr,0.5,poly,0.7476851851851851
771,3.0,1.0,ovo,0.1,poly,0.7476851851851851
772,6.0,2.0,ovo,0.01,sigmoid,0.7476415094339622
773,6.0,2.0,ovr,0.01,sigmoid,0.7476415094339622
774,6.0,1.0,ovr,0.1,poly,0.7454140461215933
775,6.0,1.0,ovo,0.1,poly,0.7454140461215933
776,6.0,1.0,ovr,0.001,sigmoid,0.7454140461215933
777,7.0,1.0,ovr,0.1,poly,0.7454140461215933
778,6.0,1.0,ovo,0.001,sigmoid,0.7454140461215933
779,7.0,1.0,ovo,0.1,poly,0.7454140461215933
780,5.0,2.0,ovo,3.0,poly,0.7453703703703703
781,3.0,2.0,ovo,3.0,poly,0.7453703703703703
782,5.0,2.0,ovr,3.0,poly,0.7453703703703703
783,1.0,2.0,ovr,3.0,poly,0.7453703703703703
784,8.0,1.0,ovr,0.1,poly,0.7453703703703703
785,8.0,1.0,ovo,0.1,poly,0.7453703703703703
786,4.0,2.0,ovo,3.0,poly,0.7453703703703703
787,7.0,2.0,ovr,3.0,poly,0.7453703703703703
788,6.0,2.0,ovr,3.0,poly,0.7453703703703703
789,1.0,2.0,ovo,3.0,poly,0.7453703703703703
790,2.0,2.0,ovo,3.0,poly,0.7453703703703703
791,8.0,2.0,ovr,3.0,poly,0.7453703703703703
792,2.0,2.0,ovr,3.0,poly,0.7453703703703703
793,8.0,2.0,ovo,3.0,poly,0.7453703703703703
794,3.0,2.0,ovr,3.0,poly,0.7453703703703703
795,6.0,2.0,ovo,3.0,poly,0.7453703703703703
796,4.0,2.0,ovr,3.0,poly,0.7453703703703703
797,7.0,2.0,ovo,3.0,poly,0.7453703703703703
798,2.0,1.0,ovo,0.1,poly,0.7453266946191475
799,2.0,1.0,ovr,0.1,poly,0.7453266946191475
800,7.0,2.0,ovr,0.5,poly,0.7452830188679245
801,7.0,2.0,ovo,0.5,poly,0.7452830188679245
802,8.0,2.0,ovo,0.5,poly,0.7452830188679245
803,8.0,2.0,ovr,0.5,poly,0.7452830188679245
804,3.0,0.0,ovo,1.0,poly,0.7430992313067786
805,3.0,0.0,ovr,1.0,poly,0.7430992313067786
806,4.0,2.0,ovr,0.01,sigmoid,0.7430992313067785
807,5.0,1.0,ovr,0.1,poly,0.7430992313067785
808,3.0,0.0,ovr,0.5,poly,0.7430992313067785
809,2.0,1.0,ovo,0.5,poly,0.7430992313067785
810,4.0,2.0,ovo,0.01,sigmoid,0.7430992313067785
811,3.0,0.0,ovo,0.5,poly,0.7430992313067785
812,2.0,1.0,ovr,0.5,poly,0.7430992313067785
813,5.0,1.0,ovo,0.1,poly,0.7430992313067785
814,4.0,0.0,ovo,0.5,poly,0.7430992313067785
815,4.0,0.0,ovr,0.5,poly,0.7430992313067785
816,4.0,1.0,ovr,0.1,poly,0.7430555555555556
817,6.0,0.0,ovr,0.5,poly,0.7430555555555556
818,6.0,0.0,ovo,0.5,poly,0.7430555555555556
819,4.0,1.0,ovo,0.1,poly,0.7430555555555556
820,4.0,1.0,ovr,3.0,poly,0.7430118798043326
821,2.0,1.0,ovr,3.0,poly,0.7430118798043326
822,8.0,1.0,ovr,3.0,poly,0.7430118798043326
823,5.0,1.0,ovo,3.0,poly,0.7430118798043326
824,2.0,1.0,ovo,3.0,poly,0.7430118798043326
825,5.0,1.0,ovr,3.0,poly,0.7430118798043326
826,8.0,0.0,ovr,0.5,poly,0.7430118798043326
827,7.0,0.0,ovo,0.5,poly,0.7430118798043326
828,3.0,1.0,ovo,3.0,poly,0.7430118798043326
829,1.0,1.0,ovr,3.0,poly,0.7430118798043326
830,4.0,1.0,ovo,3.0,poly,0.7430118798043326
831,1.0,3.0,ovo,0.1,poly,0.7430118798043326
832,6.0,1.0,ovo,3.0,poly,0.7430118798043326
833,6.0,1.0,ovr,3.0,poly,0.7430118798043326
834,7.0,1.0,ovr,3.0,poly,0.7430118798043326
835,1.0,3.0,ovr,0.1,poly,0.7430118798043326
836,1.0,1.0,ovo,3.0,poly,0.7430118798043326
837,1.0,0.0,ovo,1.0,poly,0.7430118798043326
838,8.0,1.0,ovo,3.0,poly,0.7430118798043326
839,1.0,0.0,ovr,1.0,poly,0.7430118798043326
840,8.0,0.0,ovo,0.5,poly,0.7430118798043326
841,7.0,1.0,ovo,3.0,poly,0.7430118798043326
842,3.0,1.0,ovr,3.0,poly,0.7430118798043326
843,7.0,0.0,ovr,0.5,poly,0.7430118798043326
844,2.0,2.0,ovr,0.1,poly,0.7429682040531097
845,2.0,2.0,ovo,0.1,poly,0.7429682040531097
846,5.0,0.0,ovo,3.0,poly,0.7407407407407407
847,5.0,0.0,ovr,3.0,poly,0.7407407407407407
848,4.0,0.0,ovo,1.0,poly,0.7407407407407407
849,4.0,0.0,ovo,3.0,poly,0.7407407407407407
850,2.0,0.0,ovo,3.0,poly,0.7407407407407407
851,5.0,0.0,ovr,0.5,poly,0.7407407407407407
852,1.0,0.0,ovr,3.0,poly,0.7407407407407407
853,6.0,0.0,ovr,3.0,poly,0.7407407407407407
854,5.0,0.0,ovo,1.0,poly,0.7407407407407407
855,6.0,0.0,ovr,1.0,poly,0.7407407407407407
856,6.0,0.0,ovo,3.0,poly,0.7407407407407407
857,3.0,0.0,ovr,3.0,poly,0.7407407407407407
858,5.0,0.0,ovo,0.5,poly,0.7407407407407407
859,6.0,0.0,ovo,1.0,poly,0.7407407407407407
860,4.0,0.0,ovr,1.0,poly,0.7407407407407407
861,7.0,0.0,ovr,3.0,poly,0.7407407407407407
862,5.0,0.0,ovr,1.0,poly,0.7407407407407407
863,8.0,0.0,ovr,1.0,poly,0.7407407407407407
864,2.0,0.0,ovr,3.0,poly,0.7407407407407407
865,8.0,0.0,ovr,3.0,poly,0.7407407407407407
866,8.0,0.0,ovo,3.0,poly,0.7407407407407407
867,3.0,0.0,ovo,3.0,poly,0.7407407407407407
868,7.0,0.0,ovr,1.0,poly,0.7407407407407407
869,1.0,0.0,ovo,3.0,poly,0.7407407407407407
870,4.0,0.0,ovr,3.0,poly,0.7407407407407407
871,7.0,0.0,ovo,1.0,poly,0.7407407407407407
872,8.0,0.0,ovo,1.0,poly,0.7407407407407407
873,7.0,0.0,ovo,3.0,poly,0.7407407407407407
874,2.0,0.0,ovo,1.0,poly,0.7406970649895178
875,3.0,2.0,ovr,0.1,poly,0.7406970649895178
876,3.0,2.0,ovo,0.1,poly,0.7406970649895178
877,2.0,0.0,ovr,1.0,poly,0.7406970649895178
878,4.0,3.0,ovo,1.0,poly,0.7406533892382949
879,6.0,3.0,ovo,1.0,poly,0.7406533892382949
880,8.0,3.0,ovr,1.0,poly,0.7406533892382949
881,1.0,3.0,ovo,1.0,poly,0.7406533892382949
882,4.0,3.0,ovr,1.0,poly,0.7406533892382949
883,7.0,3.0,ovo,1.0,poly,0.7406533892382949
884,3.0,3.0,ovo,1.0,poly,0.7406533892382949
885,8.0,3.0,ovo,1.0,poly,0.7406533892382949
886,5.0,3.0,ovo,1.0,poly,0.7406533892382949
887,2.0,3.0,ovr,0.1,poly,0.7406533892382949
888,6.0,3.0,ovr,1.0,poly,0.7406533892382949
889,2.0,3.0,ovo,0.1,poly,0.7406533892382949
890,3.0,3.0,ovr,1.0,poly,0.7406533892382949
891,2.0,3.0,ovo,1.0,poly,0.7406533892382949
892,5.0,3.0,ovr,1.0,poly,0.7406533892382949
893,2.0,3.0,ovr,1.0,poly,0.7406533892382949
894,1.0,3.0,ovr,1.0,poly,0.7406533892382949
895,7.0,3.0,ovr,1.0,poly,0.7406533892382949
896,1.0,2.0,ovr,0.1,poly,0.7406533892382948
897,1.0,2.0,ovo,0.1,poly,0.7406533892382948
898,1.0,1.0,ovr,1.0,poly,0.7384259259259259
899,3.0,1.0,ovo,0.5,poly,0.7384259259259259
900,3.0,1.0,ovr,0.5,poly,0.7384259259259259
901,1.0,1.0,ovo,1.0,poly,0.7384259259259259
902,4.0,3.0,ovo,0.1,poly,0.738382250174703
903,4.0,3.0,ovr,0.1,poly,0.738382250174703
904,7.0,1.0,ovr,0.5,poly,0.738382250174703
905,7.0,2.0,ovo,0.1,poly,0.738382250174703
906,6.0,2.0,ovo,0.1,poly,0.738382250174703
907,2.0,1.0,ovr,1.0,poly,0.738382250174703
908,6.0,2.0,ovr,0.1,poly,0.738382250174703
909,5.0,2.0,ovr,0.1,poly,0.738382250174703
910,2.0,1.0,ovo,1.0,poly,0.738382250174703
911,7.0,1.0,ovo,0.5,poly,0.738382250174703
912,5.0,2.0,ovo,0.1,poly,0.738382250174703
913,5.0,1.0,ovr,0.001,sigmoid,0.738382250174703
914,7.0,2.0,ovr,0.1,poly,0.738382250174703
915,5.0,1.0,ovo,0.001,sigmoid,0.738382250174703
916,6.0,3.0,ovo,3.0,poly,0.7383822501747029
917,6.0,1.0,ovo,0.5,poly,0.7383822501747029
918,5.0,3.0,ovr,3.0,poly,0.7383822501747029
919,2.0,3.0,ovr,3.0,poly,0.7383822501747029
