,C,coef0,decision_function_shape,gamma,kernel,Accuracy
1354,5.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1355,6.0,0.0,ovo,0.001,poly,0.5841194968553458
1356,1.0,0.0,ovo,0.001,poly,0.5841194968553458
1357,8.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1358,6.0,0.0,ovr,0.001,poly,0.5841194968553458
1359,2.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1360,2.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1361,1.0,1.0,ovr,0.001,sigmoid,0.5841194968553458
1362,3.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1363,5.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1364,2.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1365,2.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1366,6.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1367,5.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1368,3.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1369,5.0,0.0,ovr,0.001,poly,0.5841194968553458
1370,5.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1371,2.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1372,6.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1373,5.0,0.0,ovo,0.001,poly,0.5841194968553458
1374,1.0,2.0,ovo,0.01,sigmoid,0.5841194968553458
1375,1.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1376,8.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1377,4.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1378,4.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1379,7.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1380,8.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1381,8.0,0.0,ovo,0.001,poly,0.5841194968553458
1382,1.0,2.0,ovr,0.01,sigmoid,0.5841194968553458
1383,1.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1384,2.0,0.0,ovo,0.001,poly,0.5841194968553458
1385,4.0,0.0,ovo,0.001,poly,0.5841194968553458
1386,3.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1387,7.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1388,1.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1389,7.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1390,4.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1391,7.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1392,4.0,0.0,ovr,0.001,poly,0.5841194968553458
1393,2.0,0.0,ovr,0.001,poly,0.5841194968553458
1394,7.0,0.0,ovo,0.001,poly,0.5841194968553458
1395,1.0,3.0,ovo,0.001,sigmoid,0.5841194968553458
1396,1.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1397,7.0,0.0,ovr,0.001,poly,0.5841194968553458
1398,1.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1399,7.0,2.0,ovr,0.001,sigmoid,0.5841194968553458
1400,4.0,2.0,ovo,0.001,sigmoid,0.5841194968553458
1401,7.0,3.0,ovr,0.01,sigmoid,0.5841194968553458
1402,2.0,1.0,ovo,0.001,sigmoid,0.5841194968553458
1403,3.0,3.0,ovr,0.001,sigmoid,0.5841194968553458
1404,4.0,3.0,ovo,0.01,sigmoid,0.5841194968553458
1405,8.0,0.0,ovr,0.001,poly,0.5841194968553458
1406,8.0,2.0,ovo,3.0,sigmoid,0.5839884696016772
1407,8.0,2.0,ovr,3.0,sigmoid,0.5839884696016772
1408,4.0,2.0,ovo,1.0,sigmoid,0.583988469601677
1409,4.0,2.0,ovo,3.0,sigmoid,0.583988469601677
1410,4.0,2.0,ovr,3.0,sigmoid,0.583988469601677
1411,4.0,1.0,ovr,1.0,sigmoid,0.583988469601677
1412,4.0,2.0,ovr,1.0,sigmoid,0.583988469601677
1413,5.0,2.0,ovo,3.0,sigmoid,0.583988469601677
1414,4.0,1.0,ovo,1.0,sigmoid,0.583988469601677
1415,5.0,2.0,ovr,3.0,sigmoid,0.583988469601677
1416,2.0,0.0,ovo,3.0,sigmoid,0.5839011180992313
1417,2.0,0.0,ovr,3.0,sigmoid,0.5839011180992313
1418,6.0,1.0,ovo,0.5,sigmoid,0.5837700908455625
1419,6.0,1.0,ovr,0.5,sigmoid,0.5837700908455625
1420,1.0,3.0,ovr,0.1,sigmoid,0.5818046820405312
1421,1.0,3.0,ovo,0.1,sigmoid,0.5818046820405312
1422,2.0,1.0,ovr,1.0,sigmoid,0.5815863032844165
1423,2.0,1.0,ovo,1.0,sigmoid,0.5815863032844165
1424,2.0,0.0,ovo,1.0,sigmoid,0.5815426275331936
1425,2.0,0.0,ovr,1.0,sigmoid,0.5815426275331936
1426,3.0,1.0,ovo,3.0,sigmoid,0.5815426275331936
1427,3.0,1.0,ovr,3.0,sigmoid,0.5815426275331936
1428,3.0,1.0,ovo,1.0,sigmoid,0.5814989517819706
1429,3.0,1.0,ovr,1.0,sigmoid,0.5814989517819706
1430,2.0,3.0,ovr,3.0,sigmoid,0.5814989517819706
1431,2.0,3.0,ovo,3.0,sigmoid,0.5814989517819706
1432,7.0,0.0,ovr,1.0,sigmoid,0.5814552760307478
1433,7.0,0.0,ovo,1.0,sigmoid,0.5814552760307478
1434,6.0,0.0,ovo,1.0,sigmoid,0.5814552760307476
1435,6.0,0.0,ovr,1.0,sigmoid,0.5814552760307476
1436,1.0,2.0,ovr,3.0,sigmoid,0.5814116002795249
1437,1.0,2.0,ovo,3.0,sigmoid,0.5814116002795249
1438,5.0,0.0,ovr,0.5,sigmoid,0.5813679245283019
1439,5.0,0.0,ovo,0.5,sigmoid,0.5813679245283019
1440,3.0,2.0,ovo,1.0,sigmoid,0.5793151642208245
1441,3.0,2.0,ovr,1.0,sigmoid,0.5793151642208245
1442,7.0,1.0,ovr,1.0,sigmoid,0.5791841369671558
1443,7.0,1.0,ovo,1.0,sigmoid,0.5791841369671558
1444,7.0,0.0,ovr,3.0,sigmoid,0.5791841369671558
1445,7.0,0.0,ovo,3.0,sigmoid,0.5791841369671558
1446,6.0,0.0,ovo,3.0,sigmoid,0.579140461215933
1447,6.0,0.0,ovr,3.0,sigmoid,0.579140461215933
1448,6.0,0.0,ovo,0.5,sigmoid,0.579053109713487
1449,6.0,0.0,ovr,0.5,sigmoid,0.579053109713487
1450,4.0,1.0,ovr,0.5,sigmoid,0.5770440251572326
1451,4.0,1.0,ovo,0.5,sigmoid,0.5770440251572326
1452,8.0,0.0,ovo,3.0,sigmoid,0.576869322152341
1453,8.0,0.0,ovr,3.0,sigmoid,0.576869322152341
1454,2.0,1.0,ovo,3.0,sigmoid,0.5767819706498952
1455,2.0,1.0,ovr,3.0,sigmoid,0.5767819706498952
1456,3.0,2.0,ovr,3.0,sigmoid,0.5746418588399721
1457,8.0,2.0,ovo,1.0,sigmoid,0.5746418588399721
1458,3.0,2.0,ovo,3.0,sigmoid,0.5746418588399721
1459,8.0,2.0,ovr,1.0,sigmoid,0.5746418588399721
1460,4.0,1.0,ovo,3.0,sigmoid,0.5745545073375262
1461,4.0,1.0,ovr,3.0,sigmoid,0.5745545073375262
1462,6.0,1.0,ovr,3.0,sigmoid,0.5745108315863032
1463,6.0,1.0,ovo,3.0,sigmoid,0.5745108315863032
1464,5.0,1.0,ovr,3.0,sigmoid,0.5745108315863032
1465,5.0,1.0,ovo,3.0,sigmoid,0.5745108315863032
1466,6.0,2.0,ovr,1.0,sigmoid,0.5722833682739343
1467,5.0,2.0,ovr,1.0,sigmoid,0.5722833682739343
1468,7.0,1.0,ovr,0.5,sigmoid,0.5722833682739343
1469,7.0,1.0,ovo,0.5,sigmoid,0.5722833682739343
1470,7.0,2.0,ovo,1.0,sigmoid,0.5722833682739343
1471,5.0,2.0,ovo,1.0,sigmoid,0.5722833682739343
1472,7.0,2.0,ovr,1.0,sigmoid,0.5722833682739343
1473,6.0,2.0,ovo,1.0,sigmoid,0.5722833682739343
1474,7.0,1.0,ovo,3.0,sigmoid,0.5722396925227113
1475,7.0,1.0,ovr,3.0,sigmoid,0.5722396925227113
1476,4.0,0.0,ovo,3.0,sigmoid,0.5721086652690426
1477,4.0,0.0,ovr,3.0,sigmoid,0.5721086652690426
1478,3.0,3.0,ovo,0.5,sigmoid,0.5699685534591195
1479,3.0,3.0,ovr,0.5,sigmoid,0.5699685534591195
1480,2.0,2.0,ovr,3.0,sigmoid,0.5699248777078966
1481,2.0,2.0,ovo,3.0,sigmoid,0.5699248777078966
1482,4.0,0.0,ovo,0.5,sigmoid,0.5696191474493362
1483,4.0,0.0,ovr,0.5,sigmoid,0.5696191474493362
1484,3.0,0.0,ovo,3.0,sigmoid,0.5673043326345213
1485,3.0,0.0,ovr,3.0,sigmoid,0.5673043326345213
1486,5.0,1.0,ovr,0.5,sigmoid,0.5653389238294899
1487,5.0,1.0,ovo,0.5,sigmoid,0.5653389238294899
1488,8.0,3.0,ovr,0.5,sigmoid,0.5652078965758212
1489,8.0,3.0,ovo,0.5,sigmoid,0.5652078965758212
1490,8.0,1.0,ovr,3.0,sigmoid,0.5651642208245982
1491,8.0,1.0,ovo,3.0,sigmoid,0.5651642208245982
1492,4.0,3.0,ovo,0.5,sigmoid,0.563067784765898
1493,4.0,3.0,ovr,0.5,sigmoid,0.563067784765898
1494,6.0,3.0,ovr,0.5,sigmoid,0.5606219426974144
1495,6.0,3.0,ovo,0.5,sigmoid,0.5606219426974144
1496,1.0,2.0,ovr,0.5,sigmoid,0.55861285814116
1497,1.0,2.0,ovo,0.5,sigmoid,0.55861285814116
1498,4.0,2.0,ovo,0.5,sigmoid,0.558569182389937
1499,5.0,2.0,ovo,0.5,sigmoid,0.558569182389937
1500,4.0,2.0,ovr,0.5,sigmoid,0.558569182389937
1501,5.0,2.0,ovr,0.5,sigmoid,0.558569182389937
1502,3.0,2.0,ovr,0.5,sigmoid,0.5538958770090845
1503,3.0,2.0,ovo,0.5,sigmoid,0.5538958770090845
1504,2.0,2.0,ovr,0.5,sigmoid,0.5538085255066387
1505,2.0,2.0,ovo,0.5,sigmoid,0.5538085255066387
1506,7.0,3.0,ovo,0.5,sigmoid,0.55367749825297
1507,7.0,3.0,ovr,0.5,sigmoid,0.55367749825297
1508,1.0,3.0,ovo,0.5,sigmoid,0.5535901467505241
1509,1.0,3.0,ovr,0.5,sigmoid,0.5535901467505241
1510,1.0,3.0,ovo,1.0,sigmoid,0.5534591194968553
1511,1.0,3.0,ovr,1.0,sigmoid,0.5534591194968553
1512,8.0,2.0,ovr,0.5,sigmoid,0.551450034940601
1513,8.0,2.0,ovo,0.5,sigmoid,0.551450034940601
1514,5.0,3.0,ovr,0.5,sigmoid,0.5512753319357093
1515,5.0,3.0,ovo,0.5,sigmoid,0.5512753319357093
1516,7.0,2.0,ovo,0.5,sigmoid,0.5491352201257862
1517,7.0,2.0,ovr,0.5,sigmoid,0.5491352201257862
1518,6.0,2.0,ovr,0.5,sigmoid,0.5468640810621943
1519,6.0,2.0,ovo,0.5,sigmoid,0.5468640810621943
1520,8.0,3.0,ovr,1.0,sigmoid,0.5465583508036338
1521,8.0,3.0,ovo,1.0,sigmoid,0.5465583508036338
1522,2.0,3.0,ovo,0.5,sigmoid,0.5441998602375961
1523,2.0,3.0,ovr,0.5,sigmoid,0.5441998602375961
1524,2.0,3.0,ovo,1.0,sigmoid,0.5440688329839274
1525,2.0,3.0,ovr,1.0,sigmoid,0.5440688329839274
1526,3.0,3.0,ovo,1.0,sigmoid,0.537124388539483
1527,3.0,3.0,ovr,1.0,sigmoid,0.537124388539483
1528,6.0,3.0,ovr,1.0,sigmoid,0.5347222222222222
1529,6.0,3.0,ovo,1.0,sigmoid,0.5347222222222222
1530,7.0,3.0,ovr,1.0,sigmoid,0.5346785464709993
1531,7.0,3.0,ovo,1.0,sigmoid,0.5346785464709993
1532,4.0,3.0,ovo,1.0,sigmoid,0.5301362683438156
1533,4.0,3.0,ovr,1.0,sigmoid,0.5301362683438156
1534,5.0,3.0,ovo,1.0,sigmoid,0.5300052410901468
1535,5.0,3.0,ovr,1.0,sigmoid,0.5300052410901468
